[00:00:52 - 00:00:58] 色々な事をたくさん色々な事を喋らなくてはいけないのですから
[01:07:12 - 01:07:15] 皮膚を観察する神の毛を観察する
[01:07:17 - 01:07:19] 体の毛を観察する
[01:07:20 - 01:07:21] 内臓を観察する
[01:07:23 - 01:07:25] 腎臓とかね、心臓
[01:07:26 - 01:07:30] 肺、胃、腸腸の中のものとか
[01:07:30 - 01:07:36] 観察してみてくださいとそうするとものすごい気持ち悪くなるのです
[01:07:37 - 01:07:39] それは狙いなのです
[01:07:41 - 01:07:42] 例えば
[01:07:44 - 01:07:49] 死んでも、例えばサンマとかねカツオとか色々
[01:07:50 - 01:07:55] でしたっけこのあの大きな魚はマグロとかね死んだあの死体は
[01:07:57 - 01:08:01] マグロとか何十万ぐらいかかるのですねでっかいあれだったら
[01:08:02 - 01:08:06] 小さなもう三枚一匹でもまあ薬品以上かかっちゃうのですね
[01:08:08 - 01:08:10] 人間死んだったら何円ですか
[01:08:13 - 01:08:15] だから牛の
[01:08:15 - 01:08:20] 心臓であろうかこの肝臓であろうか結構高いのですよ
[01:08:26 - 01:08:30] 人間の腎臓なんか心臓なんか
[01:08:30 - 01:08:33] 焼肉の人食べる人がいるのですかね
[01:08:34 - 01:08:36] バーバ君にでも知ってる
[01:08:37 - 01:08:38] だから
[01:08:39 - 01:08:44] 馬鹿なことを思わないで本当のことを見なさいと
[01:08:44 - 01:08:54] それこそ道徳であって真理だよとお釈迦様の言葉なのですだからいい加減してくださいと自分の身体を見てくださいと
[01:08:54 - 01:09:08] それは、すごい黒い考え方のような思うのは全く阿保の人々なのですよですから、お釈迦様はうるさいのだから世の中の人間にはすごい形容詞で褒めているのです
[01:09:09 - 01:09:13] それはどういう形容詞というと完璧に狂っていのだと
[01:09:13 - 01:09:15] 世の中の人間がみ
[01:09:15 - 01:09:19] んなバカですよアホですよ。と全くの無知だと
[01:09:21 - 01:09:23] だから、お釈迦様の
[01:09:23 - 01:09:27] 仰っていることは実践するならばお釈迦様はもう
[01:09:27 - 01:09:38] 何とか頑張っていやつだなとそれで理解するならば知識人だ賢人だと言うのです賢者だとそうでなければ、我々にお釈迦様が言っていのはもう狂っていのだと
[01:09:40 - 01:09:42] 狂人だと
[01:09:43 - 01:09:45] もう、あっち行けと
[01:09:48 - 01:09:59] そういう、お釈迦様から見る場合はもうすぐ迷惑なのですですからお釈迦様の言葉は厳しいかもしれません厳しいのだけどそれこそ真理なのです
[01:09:59 - 01:10:01] あなたの体を見てください
[01:10:02 - 01:10:07] 観察してくださいとそういう風な色々瞑想法があるのです
[01:10:08 - 01:10:10] 何でこういう風に見させますか
[01:10:11 - 01:10:13] まずそれは本当のことであります
[01:10:14 - 01:10:17] 私たは必ず死にます
[01:10:18 - 01:10:19] この体は
[01:10:20 - 01:10:23] 徹底的に不浄な汚いものなのです
[01:10:26 - 01:10:30] 剥製と言のですかこの動物なんか死んじゃったら保
[01:10:30 - 01:10:33] 存しますね何とかして剥製とのですか
[01:10:35 - 01:10:36] そのままですね。そう
[01:10:37 - 01:10:42] そう。製ですね。剥製してすごく置物とし見ていのですね
[01:10:43 - 01:10:47] 人間死んであったら我々は逃げるのですよ。怖くて
[01:10:49 - 01:10:52] 人間死んで落成しておかないのです
[01:10:53 - 01:10:58] 怖くなるのですよですから、すぐ燃やしてしまっちゃうのです
[01:11:02 - 01:11:05] 燃やして、どこかへお墓に納めてす
[01:11:05 - 01:11:06] ぐ手を
[01:11:07 - 01:11:10] 清める、体も清めるのです塩をかけてお
[01:11:11 - 01:11:20] 寺は大変だからねみんなのお位牌とか色々もの置いておかなくちゃいけなのだからみんな何か自分が逃げたような感じでですから
[01:11:21 - 01:11:29] 人間の、人間に怖いのだったらお化けが出るのだったら我々も同じものですよですから、みんな
[01:11:30 - 01:11:32] 同じお化けなのですよ
[01:11:33 - 01:11:39] お互いに見て逃げなくちゃいけない存在なのですねとにかくそういう風な事を観察すると
[01:11:40 - 01:11:44] 我々にも余計な執着
[01:11:44 - 01:11:55] ああ、生きてきてはいけないああ、仕事をしなくてはいけないああ、金儲けなくてはいけないああ、子供の面倒見なくていけい子供のために採算いっぱい採算作っておかなくてはいけないとか
[01:11:57 - 01:12:01] そんな、まあふざけた考え方は全部消えてしうのですよ
[01:12:02 - 01:12:06] 消えて人間というのはもう徹底的に精神
[01:12:07 - 01:12:09] 的なリラックスを感じるのです
[01:12:11 - 01:12:14] ものすごいリラックス感じるのです
[01:12:18 - 01:12:26] それはもう、言葉で言い表せないほどものすごいリラックスなのですよ私はいつでも死ぬますよとい
[01:12:27 - 01:12:28] つでも
[01:12:30 - 01:12:32] 死ぬ可能性ありますよと
[01:12:35 - 01:12:40] そういう実感として思うとものすごい簡単なのです人生は
[01:12:41 - 01:12:43] 例えば私はカバン持っていく
[01:12:43 - 01:12:45] どこかで、もう
[01:12:45 - 01:12:47] 忘れちゃったと全
[01:12:47 - 01:12:54] 然、ああ、大変だ。どうしようどうしようとか汗が出たりとかそんな無いのですね塩を観察する場合は
[01:12:55 - 01:12:58] まあ、そんなもん持ち物だから無くなるものだと
[01:13:05 - 01:13:07] ですからこれ
[01:13:07 - 01:13:18] は実践してみるならば皆様方生まれて初めてあ生きることはこんなにも幸福ですかと分かるのですよ
[01:13:20 - 01:13:25] 例えば我々のこの集まりは今日限りだと分かると
[01:13:26 - 01:13:27] すごい楽なのですよ
[01:13:28 - 01:13:40] お互いに全然喧嘩する必要ないしあの人気持ち悪いとか何とか思う必要もないしほんのちょっとの間の付き合いだからできるだけで頑張って仲良くしようとしているのではない
[01:13:42 - 01:13:52] か会社に入っていたら何でお互いに競争して苦しめますかというと会社は永遠に自分が会社にいると思っいのだからでしょう
[01:13:53 - 01:13:59] まあ、ほんの少女の間の付き合いだと分かれば何という事ないのですよ
[01:14:00 - 01:14:04] すごく楽なのですですから、幸福
[01:14:04 - 01:14:07] を味わってくださいというのはお釈迦様の
[01:14:08 - 01:14:08] の
[01:14:10 - 01:14:14] 言葉なのですね願いと言ったら失礼なのですけど我
[01:14:14 - 01:14:20] 々にそう言っていのですよ幸福を味わうために真理を知ってくださいと
[01:14:21 - 01:14:25] 全く無知な人には幸福を味わうこはできないのだと
[01:14:27 - 01:14:40] 例えば、科学的な知識があるのだからこそ我々はこういう現代科学世界を作っているのです電気というのは神様だと雨というのは神様だと思っていたらこんな電気作られますか
[01:14:41 - 01:14:48] 昔々の人々は雷が起こっちゃったらもう神様どうか投げ下ろしてくださと浮かだのですね
[01:14:48 - 01:14:51] 雷は神様の怒りだと思ったのだから
[01:14:52 - 01:15:02] でも後の人々はあれちょっと待ってくださいと雷ってどんなものかと考えたらそれは静電の塊であることやら電気やらそれを発見して
[01:15:03 - 01:15:11] 電気を自由に使うところ、使えるところまで知識は発達しましたそこで我々の今電気文化が
[01:15:11 - 01:15:21] 出てきているのですねそれで私たちは楽をしていのですよ今楽をしているのは誰のおかげですかというと知識のおかげなのです
[01:15:22 - 01:15:25] 物事を知っているのだからなのです
[01:15:27 - 01:15:28] ですから
[01:15:28 - 01:15:29] 幸福は
[01:15:30 - 01:15:37] 物事を知っているものが得られるものであってバカな人は得られるものではありません
[01:15:37 - 01:15:40] ですから、これから悪口言いますけど
[01:15:40 - 01:15:43] あまり知識を得られないで
[01:15:43 - 01:15:49] 簡単に楽に神様お願いしますとか仏様助けてちょうだいとか
[01:15:51 - 01:15:58] そういう願う人々はすごく暗いのですよ幸福は味わえないのです。法則
[01:15:58 - 01:15:59] 的には
[01:16:03 - 01:16:05] それよりは、人生
[01:16:05 - 01:16:06] は
[01:16:08 - 01:16:09] 無常だと
[01:16:10 - 01:16:17] そんなものだと不浄なものだとそんな真剣に取る必要はないのだとそういう、明るく、明るく
[01:16:18 - 01:16:21] 取っていると心はリラックスするのです
[01:16:22 - 01:16:25] リラックスする心は、それでどんどん治っていくのです
[01:16:27 - 01:16:31] 心が治ると、必ず体が治ってしまいます
[01:16:32 - 01:16:34] それはもう約束できます
[01:16:38 - 01:16:43] じゃあ、リラックスとかそれに基づく、ありとあらゆる病気の事それで
[01:16:44 - 01:16:45] 終わりにして
[01:16:48 - 01:16:52] また色々病気のありますから、生まれつき遺
[01:16:52 - 01:16:55] 伝的な病気になる場合もありますね
[01:16:57 - 01:17:01] その場合はどうしますかと遺伝に組み込ま
[01:17:02 - 01:17:06] れている場合はもう、これは冗談ではないのですよなかなかそんな
[01:17:08 - 01:17:17] 治るものじゃないのですね遺伝的な病気だったらでも覚えておてくださいその遺伝的な心を作る
[01:17:17 - 01:17:21] 細胞を作ったのは私たちの心なのです私
[01:17:21 - 01:17:28] たちはわざわざそういう欠陥あるような組み立てを作ったのです。我々の心がそれ
[01:17:29 - 01:17:33] はちょっと理解できませんが本当はそういうことなのです
[01:17:34 - 01:17:35] もし自分たちが
[01:17:36 - 01:17:38] 遺伝的な事で
[01:17:38 - 01:17:46] 悩まされているならばこの生まれる瞬間で自分の心はそう決めたのです
[01:17:49 - 01:17:51] ですから誰にも文句をう必要ないのです
[01:17:52 - 01:17:55] それによく付き合うことしか方法ないのです
[01:17:57 - 01:17:58] その病気
[01:18:00 - 01:18:01] よく付き合う
[01:18:02 - 01:18:07] 病気と付き合うという事はこの病気に対して怒りを持たないでま
[01:18:08 - 01:18:10] た理学することなのです例えば
[01:18:11 - 01:18:15] 足が弱いと足が弱いのだったら別にどうしたことないのですよ
[01:18:16 - 01:18:19] それ気持ち良、それ自分の何と言ますか
[01:18:26 - 01:18:28] 売りではなくて色
[01:18:28 - 01:18:30] 々製品
[01:18:31 - 01:18:33] 商品に名前付けていのですねあれは
[01:18:35 - 01:18:38] ブランドネーム何て言ますか何
[01:18:39 - 01:18:40] 々
[01:18:42 - 01:18:43] ブランドですか
[01:18:44 - 01:18:48] ありますね。そんな感じで
[01:18:48 - 01:18:49] 自分の
[01:18:51 - 01:18:55] 文様みたいなものなのですね文章みたいなものなのですよ
[01:18:57 - 01:19:04] だから、例えばある人が足が弱いと言うならばああ、私はもう悪いというか足が弱いのですと
[01:19:06 - 01:19:12] それで明るく受け止めばそれ、足は弱いだけはちょっと
[01:19:13 - 01:19:18] 不浄あるかもしれませんけど他の何の不浄も無し
[01:19:20 - 01:19:22] 何の不自由も無し
[01:19:24 - 01:19:31] たまにこの目が不自由な人とかいますねそれで自分が目が不自由であることはもう認めて
[01:19:32 - 01:19:40] しっかりしている人々は全然不自由は感じないのですね障害は感じない堂々と元気で生きていのです
[01:19:41 - 01:19:45] それ、我々も驚かせますから。その人々は
[01:19:45 - 01:19:51] 目が見えないのだけど、やる事はやる事は目が見える人にもできないのだと
[01:19:51 - 01:19:57] ですから、そういう遺伝的、遺伝的な病気には全く気にする必要ないのです
[01:19:58 - 01:20:06] 生まれすぎ目が見えなく不自由で生まれたのだと耳が聞こえなく生まれたのだとそんなものは問題ではあません
[01:20:07 - 01:20:11] それも覚悟をして受け止めればすぐそこに
[01:20:13 - 01:20:15] 明るいドアがあるのです
[01:20:16 - 01:20:20] たまに身体障害を悩んでいる人々は口で筆
[01:20:21 - 01:20:25] を持って絵を描くのは私もそう絵を見たことがあるのだから
[01:20:25 - 01:20:28] それ素晴らしい絵を描くのだからそれ
[01:20:29 - 01:20:31] でみんな褒めちゃりするし
[01:20:31 - 01:20:36] 存在として認められているしその物を売れるし
[01:20:37 - 01:20:39] そういう問題ないのです
[01:20:39 - 01:20:41] ですから、生
[01:20:41 - 01:20:43] 涯持って生まれる事と
[01:20:43 - 01:20:53] 遺伝的にこの病気を持って生れる事だけは別に不幸ではありまんそれは自分がやった事であって自分の心はそう決めたのだからね
[01:20:54 - 01:21:01] それは別に誰にも文句言わなで明るくその状態を認める
[01:21:02 - 01:21:03] それだ
[01:21:05 - 01:21:09] それから次の病気の原因というのはの
[01:21:12 - 01:21:14] 微生物やらね、ウイルスやら
[01:21:15 - 01:21:22] そういう事なのですねで、その場合はお医者さんが抗生物質とか色々飲ませますけど
[01:21:23 - 01:21:25] 我々は元々
[01:21:27 - 01:21:29] 他の生命に対して
[01:21:30 - 01:21:33] 嫌だ、敵だと思う心は
[01:21:34 - 01:21:35] れてください
[01:21:36 - 01:21:38] ウイルスから
[01:21:40 - 01:21:42] 大きなクジラ、象嵌まで
[01:21:42 - 01:21:44] 生命は
[01:21:45 - 01:21:46] 敵ではありません
[01:21:47 - 01:21:50] みんな同じ環境の中に
[01:21:50 - 01:21:53] 一緒に生活している
[01:21:53 - 01:21:55] 生命なのです
[01:21:59 - 01:22:02] そこで敵を作るなと
[01:22:03 - 01:22:06] 敵を作ったら叩かれますよ
[01:22:08 - 01:22:13] もしそれは嘘であるならば今日から家
[01:22:13 - 01:22:14] に戻って
[01:22:14 - 01:22:18] から隣の家に行って文句言ってみてください
[01:22:19 - 01:22:22] 別に訳は要りませんただ
[01:22:23 - 01:22:31] ドアベルを鳴らしてどなたですかと聞いたらあなたねとか何とか何とか言いたい放題文句言ってみてくださいどう
[01:22:32 - 01:22:34] なるのですかと。結果は
[01:22:36 - 01:22:38] どうなるでしょうかねそうすると
[01:22:39 - 01:22:46] あるいは隣の奥さんにあなた本当にだらしの無い女ですねとか何か一言言ってみてください
[01:22:50 - 01:22:57] 分かるでしょう敵を作ったらどうなるのですかとそれ実践しなくても、実行しなくても
[01:22:58 - 01:23:00] 我々は敵を
[01:23:00 - 01:23:04] 作ると
[01:23:02 - 01:23:05] もう恐ろしい結果が待っているのです
[01:23:06 - 01:23:10] ですから、お釈迦様の言葉から借りて言うと
[01:23:10 - 01:23:12] 未生物から
[01:23:12 - 01:23:17] 巨大な生命まで生命であって一人も敵ではありません
[01:23:21 - 01:23:23] この人間だけ
[01:23:26 - 01:23:29] 他の生命は敵だと思って
[01:23:30 - 01:23:31] 戦っているのですよ
[01:23:32 - 01:23:37] だから人間、人間だけこの生命体の中にある癌なのです
[01:23:40 - 01:23:45] だから、この体の中に細胞の中に癌細胞あるでしょうすごい
[01:23:45 - 01:23:49] 好き勝手に我がまま高慢でいい加減な細胞が自
[01:23:50 - 01:23:55] 分を我がままで成長するのだから我々も癌なのですよ。人間そのもの生
[01:23:56 - 01:23:58] 命の構造の中で
[01:23:59 - 01:24:10] だから、やられるのは当たり前でしょう体の中に癌になたらどうしますか放射線を当たったり抗がん剤入れたり切ったり、燃やしたり酷い目に遭うのではないのですか
[01:24:10 - 01:24:14] だから我々は自然から、ものすごく
[01:24:16 - 01:24:19] やられているのです攻撃されていのです
[01:24:20 - 01:24:28] だからウイルスから攻撃されるaedbルスから攻撃される色々なものからもうされますよそれ
[01:24:29 - 01:24:31] は簡単に治れます
[01:24:31 - 01:24:33] ちょっと心変えれば
[01:24:34 - 01:24:42] 全ての生命はこの生命体系の中でみんな疑いに助け合って生きている生命であるのだと
[01:24:45 - 01:24:51] 他の生命がいなければ私には生きていられませんと
[01:24:52 - 01:24:57] ですから他の生命も幸福で無事で生きていてほしい
[01:24:57 - 01:25:04] なぜならばそれによって私も幸福で無事で健康的で生ていられますから
[01:25:06 - 01:25:11] もし牛やら鶏やら豚やら
[01:25:11 - 01:25:13] 会議でも作って
[01:25:14 - 01:25:25] 人間どもは私たちはいつでも食っていのだからこれから人間に対して強烈な怒り作ろうと思ったらあれ食べたら死んじゃいます毒になっちゃって
[01:25:27 - 01:25:34] だから牛なんか鶏なんか人間はどれほど殺して食べてもものすごい優しい心を持っていのです
[01:25:36 - 01:25:38] だから我々は食べて、それほど
[01:25:39 - 01:25:40] 体は
[01:25:40 - 01:25:42] 悪くはならない
[01:25:43 - 01:25:57] 魚もそうなのですよ僕は、この魚とかそういう鶏とかそういう動物やって本当に三年で三年ですごい三年に多い。三年というのは別に、別の意味なのですけどあれほど人間に
[01:25:59 - 01:26:01] 虐められているのに
[01:26:01 - 01:26:03] やっぱり優しいのですよ
[01:26:05 - 01:26:06] 魚なんかもう
[01:26:07 - 01:26:11] ちょっと付き合ったらもう猫みたいに遊び
[01:26:11 - 01:26:12] に来るのですよ
[01:26:14 - 01:26:18] 皆さんは、もうそういう魚買ったり遊んだりしていのではないのですか本
[01:26:20 - 01:26:24] 当は遊ぶ所ではないのですよ人間が、よく魚食べていのだからそれ
[01:26:26 - 01:26:29] でも魚はそんなことあまり気にしない
[01:26:30 - 01:26:33] 素晴らしいですよ我々は
[01:26:34 - 01:26:36] ですから私
[01:26:37 - 01:26:38] たちが
[01:26:38 - 01:26:43] 他の生命に助けられて生かされているのです
[01:26:44 - 01:26:48] この体の中で未生物だらけなのですよ
[01:26:50 - 01:26:52] 例えば細胞一個顕微鏡で見ると
[01:26:53 - 01:26:56] どれぐらい生命いるのですかね細胞一個の中
[01:26:58 - 01:27:03] に色々な別々な生命入っているのですよミッコンディヤーとか色々なもの
[01:27:03 - 01:27:11] だからそちらが一生懸命頑張っていのだから私たちが健康なのです
[01:27:11 - 01:27:21] よもしこのミットゥルクムディアなかは過去の中に入ってまってdnaなんか食べてしたらどうなるのですかねそれで我々は終わり
[01:27:23 - 01:27:24] そうはしません
[01:27:27 - 01:27:30] ですから、人間が悪いのですよ
[01:27:31 - 01:27:39] バクテリアに反対するわ戦争をかけるわチャレンジするわ。ビールスにチャレンジするわ
[01:27:41 - 01:27:44] だから、まあ一生懸命病気になるそれ
[01:27:49 - 01:27:50] はこの
[01:27:54 - 01:27:57] 競争ではなくて、競争イン
[01:27:58 - 01:28:04] ドであろうか、自分の国であろうかそういう南の国々というのはえらい汚いのですよ
[01:28:06 - 01:28:09] 食べ物なんか、まあ店でとうっていて
[01:28:10 - 01:28:16] ハエやら埃やら車の排気ガスやら全然、何
[01:28:16 - 01:28:23] とも健康的じゃないのですねでも、あれ食べて人間死ぬわけじゃないのです。また帰ってみ
[01:28:24 - 01:28:26] んなそれ平気なのですね
[01:28:28 - 01:28:35] で、もう私もちょっと日本にいるのだからちょっと何でこんな汚いのですかと思いますけど
[01:28:36 - 01:28:39] 向こうの人に聞いたら全然向こうの話は分からない向
[01:28:40 - 01:28:49] こう様に聞くのです何であなた方そんなに汚いのですかとちょっとしたことですごく綺麗にこの食べ物売れるのではないかとえーっと
[01:28:50 - 01:28:51] 、ちょっと分からない
[01:28:52 - 01:28:57] 彼らから見れば、もう早ぐらい泊まっても何ですかという感じなのです
[01:28:58 - 01:29:07] それで車なんか道路でチャーと行って泥がチャーと食べ物に移ってもそれはちょっと手で拭いたらそれ十分ではないかと
[01:29:10 - 01:29:16] で、それを食べて別に人が死んじゃって死ぬならばみなもうとっくに死んでいはずなのですけど
[01:29:17 - 01:29:27] あれは確かにばい菌とかあるのですよ科学的に言えばでも、ああいうのはばい菌もその人を見たら我
[01:29:27 - 01:29:33] 々は、私たちの住処だからという事でもう、敵ではないのですよ
[01:29:35 - 01:29:46] 例えば、体に病気作るばい菌であろうがその人々は食べるとそういうばい菌最近体に入るでしょう入ってみたら別に何とことない
[01:29:47 - 01:29:54] 自分たちがもう毎日住んでいるもう、住み慣れてるスニーカーなのですねそれで居心地が良のだからただ、住んでいるのです
[01:29:55 - 01:29:57] 病気にならない
[01:30:02 - 01:30:05] のazblessなんかは、もう
[01:30:04 - 01:30:08] ある人の体に入ったらその
[01:30:12 - 01:30:13] 何と言いますかその
[01:30:14 - 01:30:17] 個体と言のですかこう何とかこう
[01:30:20 - 01:30:23] いう、とにかくそのウイルスは無くなるのですよ
[01:30:24 - 01:30:35] 必ずみんな病気になるわけではないのです今、治療法無いのは唯一のウイルスみたいなものなのですけどねそれは人の心によります。人の他のシステムが
[01:30:35 - 01:30:41] すごく仲良くしているそれで法則起こす
[01:30:41 - 01:30:47] sdsはこの法則を起せるのですね。犯せるのですねdnaの法則がd
[01:30:48 - 01:31:00] naの法則というのは決まっているパターンで行動するとなのですね。エス・ウイルスだけがその法則を侵せるのですいつでも自分のdna構想を変えてしうのですそこで薬は効かない
[01:31:01 - 01:31:04] 体にも、個体作るこはできないのです
[01:31:05 - 01:31:07] 答えですか答えですか
[01:31:07 - 01:31:08] 答え
[01:31:09 - 01:31:25] 。答え作るこはできないのですいつでもプログラム変わってしうのだからそれでも、抗体出来上がる場合はあるのです出来上がってウイルスをやっつけるケースがあるのですその場合は、その人々の体の中はものすごく調和しているのですね
[01:31:26 - 01:31:29] それで、体の中の生命はみんな、ああ、なるほど
[01:31:30 - 01:31:32] 法律を犯してい奴がいるのだと
[01:31:33 - 01:31:36] それだたら、やっぱりちゃんと罰せられなくてはいないのだと
[01:31:39 - 01:31:41] という事で消えてしのです
[01:31:41 - 01:31:47] 私たちは法律を犯しているのです生命の法律、法則生
[01:31:48 - 01:31:52] 命の法則というのはお互いに助け合ってきてくださいと
[01:31:52 - 01:32:03] 一人では生きていられませんとですから皆様方はこのウイルスやらこういう原因からなる病気に対して持っている怒り、敵感を
[01:32:04 - 01:32:05] 綺麗に消し
[01:32:05 - 01:32:06] てください
[01:32:10 - 01:32:16] 綺麗に心から消すとみんな生命だみんなお互いに助け合っていのだ私
[01:32:17 - 01:32:26] の体は一つも生命ではないのだ数え切らないほどの生命の塊だと理解すれば、それ
[01:32:26 - 01:32:27] で健康
[01:32:29 - 01:32:30] 問題は無し
[01:32:30 - 01:32:35] どこを飲んでも当たりませんそれははっきりと言えますよ
[01:32:36 - 01:32:44] すごくしっかり明るく精神的にも明るい人が毒を知らないうちに毒飲んだっても全然
[01:32:45 - 01:32:46] もう当たりません
[01:32:48 - 01:32:49] ちょっとしたこの
[01:32:50 - 01:32:55] 悪くなっている時間経ってる食べ物を食べても当たりません
[01:32:56 - 01:32:59] 綺麗に体が処理するのです
[01:33:00 - 01:33:02] 体は頑張ってくれるのです
[01:33:03 - 01:33:05] ですから敵を作るなという
[01:33:07 - 01:33:09] 最後になのですが
[01:33:12 - 01:33:16] そういう風に色々な方法で病気治しても
[01:33:18 - 01:33:20] 過去のせいで
[01:33:21 - 01:33:23] いわゆるカルのせいで
[01:33:24 - 01:33:26] 病気になる場合あるのです
[01:33:28 - 01:33:35] 皆様一応仏教のこをご存知ですからこのカルマ業ということは分かっていらっしゃると思います
[01:34:00 - 01:34:02] その神馬と
[01:34:02 - 01:34:08] いうと何か皆様方は暗いイメージを作るのですよ神馬というのはこの
[01:34:08 - 01:34:10] 悪い業というのは悪いことだと
[01:34:11 - 01:34:16] 業というのは悪いことではないのです我々の幸福も
[01:34:16 - 01:34:22] 過去の業なのです我々の不幸も過去の業なのです
[01:34:24 - 01:34:28] 業というのは過去の行いの結果という意味ですから
[01:34:29 - 01:34:32] 幸福、不幸両方過去の業なのです
[01:34:33 - 01:34:42] ある人はすごい幸福だなと言うならばそれは業なのですある人はすごい不幸だなと言ならばそれはその人の業なのですどっちでもそこ
[01:34:42 - 01:34:52] で皆様方に一つ注意なのですけど何だかんでも簡単に業だ業だと決めつけることだけ止めた状態
[01:34:53 - 01:34:58] なぜかと言と業だけは皆様方は理解できないのです
[01:35:00 - 01:35:03] 時々はこの占いやっている
[01:35:03 - 01:35:06] 色々予言したりする人々が
[01:35:07 - 01:35:16] 霊能力者ですかよく言うのですね。あなたの過去世でこういう、こういう事であなたこうなっていますよとあれは、はっきり言いますけど嘘です
[01:35:17 - 01:35:21] そんな簡単、単純に理解できるものではないのです
[01:35:21 - 01:35:23] かなり難しいのです
[01:35:23 - 01:35:29] そんなちょっとした幽霊とか何かお化けが体についたんだからっ分かるわけじゃないのです
[01:35:32 - 01:35:36] ですからこの業の問題は忘れてほしい
[01:35:38 - 01:35:41] 自分が病気なのは過去の業だよと
[01:35:42 - 01:35:47] 別にどうでもいんです。それ忘れてほしいのです。とにかく分かりませんから
[01:35:48 - 01:35:49] とにかく、それでも
[01:35:50 - 01:35:53] 業のせいで病気になたらどうしますかと
[01:35:55 - 01:35:59] その場合はよく分かる事は生
[01:36:01 - 01:36:05] まれつき病気になるか、あるいは突然病気になか、それは両方あります
[01:36:06 - 01:36:08] 中々薬も効かない
[01:36:10 - 01:36:14] 治療法も効かない何となく慢性的なようなものなのです
[01:36:16 - 01:36:18] なかなか治らないそれ
[01:36:21 - 01:36:24] 沿って行かなくてはいけないのですね
[01:36:25 - 01:36:31] と同時にその人の性格の中にこの原因は見えるのです
[01:36:31 - 01:36:38] 例えば癌になったと癌になったのは過去の業のせいだったら当然その人はすごい我慢
[01:36:39 - 01:36:40] コーマン
[01:36:41 - 01:36:42] 自分勝手
[01:36:42 - 01:36:43] 結
[01:36:43 - 01:36:45] 構相手に迷惑をかける
[01:36:46 - 01:36:49] そういう何か嫌らしい性格あるのですよ
[01:36:50 - 01:36:54] 何かもう嫌な性格を持ってのですそれ
[01:36:55 - 01:36:56] で
[01:36:56 - 01:37:06] 、それは我々に分かるようにああ、なるほどこういう性格で過去世で頑張ってそういうカラマになていのだとあれはすごい不親切とか
[01:37:08 - 01:37:10] 残酷な、優しい
[01:37:11 - 01:37:20] 心を持っていいとか商売の鬼という風に商売に行っら鬼みたいに悪い事でもして商売をしたりとかねそれ
[01:37:20 - 01:37:22] で最後にどんどん頭が
[01:37:23 - 01:37:28] マの力が消えていくと悪いカラマが残っちゃって病気になったりはするのですね
[01:37:29 - 01:37:31] 大体その場合は、もう
[01:37:33 - 01:37:35] ほとんどどうしようもないのですよ
[01:37:36 - 01:37:38] どうしようもないのは
[01:37:39 - 01:37:41] カルが分からなのだからなのです
[01:37:41 - 01:37:46] どんなカルマ、どんな業法をやっていましたかと分からなからなのです
[01:37:47 - 01:37:48] その場合は
[01:37:49 - 01:37:56] 、よくカルマの事を勉強している大変な仏教の知識なんかある誰かに相談して
[01:37:57 - 01:37:58] その場合だけ
[01:37:59 - 01:38:03] 誰かによく相談して自分の人生はよく見て
[01:38:04 - 01:38:05] この
[01:38:06 - 01:38:08] 新しいカルマをする
[01:38:08 - 01:38:10] 新しい
[01:38:11 - 01:38:12] 徳を
[01:38:12 - 01:38:14] 住むようにする
[01:38:16 - 01:38:17] そうすると
[01:38:17 - 01:38:21] 薬飲むよりは早く病気が治ります
[01:38:21 - 01:38:27] それで具体的に言と、今は言いませんこのカラマによってやり方違いますから
[01:38:27 - 01:38:28] 大体
[01:38:32 - 01:38:34] 意なのは自
[01:38:35 - 01:38:37] 分でもやっぱり弱
[01:38:37 - 01:38:39] い人々を助けることなのです。いつでも
[01:38:41 - 01:38:43] いつでも、このくそ、それ
[01:38:43 - 01:38:45] 何
[01:38:45 - 01:38:46] て言ますか
[01:38:48 - 01:38:52] よくやってみてください。いつでもこの弱い人を
[01:38:53 - 01:39:00] 優しい心で助けてあげること色々な弱さの人々いるのですねそれ、動物も入るのですよ
[01:39:02 - 01:39:04] 動物も全部、生命
[01:39:05 - 01:39:06] 入ってあって
[01:39:07 - 01:39:08] ただ
[01:39:10 - 01:39:13] 必要な人は必要な時は助けてあげてください
[01:39:15 - 01:39:21] 知識の助け必要な人には知識を与えるお金の助け必要な人にはお金を与える
[01:39:22 - 01:39:22] ちょっと
[01:39:22 - 01:39:26] した付き合いの助け必要な人には付き合いをしてあげる
[01:39:28 - 01:39:30] 体で手
[01:39:30 - 01:39:34] で助けてあげるべき人は手助けで移るそう
[01:39:34 - 01:39:37] いう風な事をしてあげてください
[01:39:40 - 01:39:44] そうすると自分の過去の車は何であろうか
[01:39:45 - 01:39:46] 徐々に消えてきます
[01:39:48 - 01:39:53] それから助ける時はものすごく気を付けてください助けられる側には
[01:39:54 - 01:39:56] 何の負担もならないように
[01:39:58 - 01:40:00] ああ、申し訳ない例えば
[01:40:00 - 01:40:12] 寝たきりの人は私たちは言って看病するとそうすると寝たきりの人は申し訳なく申し訳なく心苦しく思うか思うならば我々の助けは助けになっていないのです
[01:40:13 - 01:40:18] ですから私たはいつでも気をつけて相手の心を慰めてあげるのですね
[01:40:20 - 01:40:22] の、やらせてください。すみません。これはもう
[01:40:23 - 01:40:25] 是非私がやりたいのですよ。と
[01:40:26 - 01:40:28] そんな感じでこちら
