[00:00:30 - 00:00:37] ♪♪

[01:17:12 - 01:17:14] またリラックスすることなんですね。

[01:17:14 - 01:17:21] 例えば足が弱いと。

[01:17:21 - 01:17:29] 足が弱いんだったら別にどうしたことないんですよ。

[01:17:29 - 01:17:34] それ気持ちよくそれ自分の売り物ではなくていろいろ製品商品に名前を付けているんですね。

[01:17:34 - 01:17:41] あれはブランドネームなんて言いますか。

[01:17:41 - 01:17:49] 何々ブランドですか。

[01:17:49 - 01:17:52] ありますね。

[01:17:52 - 01:18:00] そんな感じで自分の文様みたいなものなんですね。

[01:18:00 - 01:18:02] 文書みたいなものなんですよ。

[01:18:02 - 01:18:07] だから例えばある人が足が弱いと言うならば私はもう悪すぎるから足が弱いんですと。

[01:18:07 - 01:18:10] それで明るく受け止めば足が弱いだけは不条あるかもしれませんだけど他の何の不条もなし。

[01:18:10 - 01:18:12] 何の不自由もなし。

[01:18:12 - 01:18:16] たまに目が不自由な人とかいますね。

[01:18:16 - 01:18:33] それで自分が目が不自由であることはもう認めてしっかりしている人々は全然不自由は感じないんですね。

[01:18:33 - 01:18:39] 障害は感じない。

[01:18:39 - 01:18:45] 堂々と元気で生きているんです。

[01:18:45 - 01:18:47] それ我々も驚かせますからその人々は。

[01:18:47 - 01:18:58] 目が見えないんだけどやることやることは目が見える人にもできないんだと。

[01:18:58 - 01:19:06] ですから遺伝的な病気には全く気にする必要はないんです。

[01:19:06 - 01:19:16] それで明るく受け止めれば、足が弱いだけは不条あるかもしれませんが、

[01:19:16 - 01:19:20] 他の何の不条もなし。

[01:19:20 - 01:19:24] 何の不自由もなし。

[01:19:24 - 01:19:28] たまに目が不自由な人とかいますね。

[01:19:28 - 01:19:32] それで自分が目が不自由であることはもう認めて、

[01:19:32 - 01:19:37] しっかりしている人々は全然不自由は感じないんです。

[01:19:37 - 01:19:39] 障害は感じない。

[01:19:39 - 01:19:42] 堂々と元気で生きているんです。

[01:19:42 - 01:19:46] それは我々も驚かせますから、その人々は。

[01:19:46 - 01:19:52] 目が見えないんだけど、やることをやることは目が見える人にもできないんだと。

[01:19:52 - 01:19:59] ですから異論的、遺伝的な病気には全く気にする必要はないんです。

[01:20:00 - 01:20:08] 不自由で生まれたんだと、耳が聞こえなく生まれたんだと、そんなものは問題ではありません。

[01:20:08 - 01:20:17] それを覚悟して受け止めれば、すぐそこに明るいドアがあるんです。

[01:20:17 - 01:20:26] たまに身体障害で悩んでいる人々は、口で筆を持って絵を描くのは、私もそういう絵を見たことがあるんだから。

[01:20:26 - 01:20:29] それでみんな褒めたりするし、存在として認められているし、そのものを売れるし、そういう問題ないんです。

[01:20:29 - 01:20:40] ですからこの障害を持って言われることと、遺伝的にこの病気を持って言われることだけは別に不幸ではありません。

[01:20:40 - 01:20:48] それは自分がやったことであって、自分の心はそう決めたんだからね。

[01:20:48 - 01:20:55] それは別に誰にも文句言わないで、明るくその状態を認める。

[01:20:55 - 01:21:02] それだけ。

[01:21:02 - 01:21:05] それから次の病気の原因というのは、この未成物やら微粒子やら、そういうことなんですね。

[01:21:05 - 01:21:17] その場合はお医者さんが抗生物質とかいろいろ飲ませますけど、

[01:21:17 - 01:21:23] 我々はもともと他の生命に対して嫌だ、敵だと思う心は忘れてください。

[01:21:23 - 01:21:36] 微粒子から大きなクジラゾウさんまで、生命は敵ではありません。

[01:21:36 - 01:21:47] みんな同じ環境の中に一緒に生活している生命なんです。

[01:21:48 - 01:22:00] そこで敵を救うなと。

[01:22:00 - 01:22:04] 敵を救ったら叩かれますよ。

[01:22:04 - 01:22:09] もしそれが嘘であるならば、今日からうちに戻ってから隣のうちに行って文句を言ってみてください。

[01:22:09 - 01:22:20] 別に理由はいりません。ただドアベルを鳴らして、

[01:22:20 - 01:22:25] どなたですかと言ったら、あなたは何とか何とか言いたいほど文句を言ってみてください。

[01:22:25 - 01:22:32] どうなるんですかと結果は。

[01:22:32 - 01:22:36] どうなるでしょうかね、そうすると。

[01:22:36 - 01:22:39] あるいは隣のお子さんに、あんたは本当にだらしのない女ですねとか何か一言言ってみてください。

[01:22:39 - 01:22:50] わかるでしょ、敵を救ったらどうなるんですかと。

[01:22:50 - 01:22:54] それ実践しなくたっても、実行しなくたっても。

[01:22:54 - 01:22:58] 我々は敵を救うと恐ろしい結果が待っているんです。

[01:22:58 - 01:23:06] ですからお釈迦様の言葉から借りて言うと、

[01:23:06 - 01:23:10] 微生物から巨大な生命まで、生命であって一人も敵ではありません。

[01:23:10 - 01:23:21] この人間だけ、他の生命は敵だと思って戦っているんですよ。

[01:23:21 - 01:23:32] だから人間だけこの生命体の中にあるがんなんです。

[01:23:32 - 01:23:40] この体の中に細胞の中にがん細胞あるでしょ。

[01:23:40 - 01:23:44] すごい好き勝手にわがまま、傲慢でいい加減な細胞が。

[01:23:44 - 01:23:50] 自分をわがままで成長するんだから。

[01:23:50 - 01:23:53] 我々もがんなんですよ。人間そのもの。

[01:23:53 - 01:23:56] 生命の構想の中で。

[01:23:56 - 01:23:59] だからやられるのは当たり前でしょ。

[01:23:59 - 01:24:01] 体の中にがんになったらどうしますか。

[01:24:01 - 01:24:04] 放射線を当たったり、抗がん剤入れたり、切ったり燃やしたり、

[01:24:04 - 01:24:08] ひどい目に合うんじゃないんですか。

[01:24:08 - 01:24:11] だから我々は視線からものすごくやられてるんです。

[01:24:11 - 01:24:17] 攻撃されてるんです。

[01:24:17 - 01:24:20] だからビールスから攻撃される。エッジビールスから攻撃される。

[01:24:20 - 01:24:25] いろんなものから攻撃されますよ。

[01:24:25 - 01:24:29] それは簡単に治れます。

[01:24:29 - 01:24:32] ちょっと心変えれば。

[01:24:32 - 01:24:35] すべての生命はこの生命体系の中でみんなお互いに助け合って生きている生命であるんだと。

[01:24:35 - 01:24:46] 他の生命がいなければ私には生きていられません。

[01:24:46 - 01:24:53] ですから他の生命も幸福で無事で生きていてほしいし、

[01:24:53 - 01:24:58] なぜならばそれによって私も幸福で無事で健康的で生きていられますから。

[01:24:58 - 01:25:06] もし牛やら鶏やら豚やら会議でも救って、

[01:25:06 - 01:25:14] 人間ども私たちはいつでも食ってるんだから、

[01:25:14 - 01:25:17] これから人間に対して強烈な怒り救おうと思ったら、

[01:25:17 - 01:25:22] あれ食べたら死んじゃいますよ、毒になっちゃって。

[01:25:22 - 01:25:27] だから牛なんか鶏なんか人間はどれほど殺して食べたってものすごい優しい心持ってるんです。

[01:25:27 - 01:25:36] だから我々は食べてそれほど体は悪くはならない。

[01:25:36 - 01:25:44] 魚もそうなんですよ。

[01:25:44 - 01:25:46] 僕は魚とか鶏とかそういう動物たち本当に残念で残念ですごい残念に思います。

[01:25:46 - 01:25:53] 残念というのは別の意味なんですけど、

[01:25:53 - 01:25:56] あれほど人間にいじめられているのにやっぱり優しいんですよ。

[01:25:56 - 01:26:05] 魚なんかもちょっと好きあったら猫みたいに遊びに来るんですよ。

[01:26:05 - 01:26:14] 皆さんもそういう魚飼ったり遊んだりしてるんではないんですけど。

[01:26:14 - 01:26:20] 本当は遊ぶところじゃないんですよ、人間がよく魚食べてるんだから。

[01:26:20 - 01:26:26] それでも魚はそんなことあまり気にしない。

[01:26:26 - 01:26:30] 素晴らしいですよ、我々よりは。

[01:26:30 - 01:26:34] ですから私たちが他の生命に助けられて生かされているんです。

[01:26:34 - 01:26:44] この体の中で未成物だらけなんですよ。

[01:26:44 - 01:26:50] 例えば細胞一個顕微鏡で見るとどれくらい生命いるんですかね、

[01:26:50 - 01:26:55] 細胞一個の中。いろんな別々な生命入ってるんですよ。

[01:26:55 - 01:27:01] メッチョコンディアとかいろんなもの。

[01:27:01 - 01:27:05] だからそちらが一生懸命頑張ってるんだから私たちが健康なんですよ。

[01:27:05 - 01:27:13] もしこのメッチョコンディアなんかは過去の中に入っちゃってDNAなんか食べちゃったらどうなるんですかね。

[01:27:13 - 01:27:20] それで我々は悪い。

[01:27:20 - 01:27:23] そうはしません。

[01:27:23 - 01:27:28] ですから人間が悪いんですよ。

[01:27:28 - 01:27:31] バクテリアに反対するわ、戦争かけるわ、

[01:27:31 - 01:27:36] チャレンジするわ、ビールスにチャレンジするわ。

[01:27:36 - 01:27:41] だから一生懸命病気になる。

[01:27:41 - 01:27:49] それは競争ではなくて競争。

[01:27:49 - 01:27:58] インドであろうか自分の国であろうかそういう南の国々っていうのは偉い汚いんですよ。

[01:27:58 - 01:28:06] 食べ物なんか見せてどこ売っていて、ハエやら埃やら車の排気ガスやら全然健康的じゃないんですね。

[01:28:06 - 01:28:19] でもあれ食べて人間死ぬわけじゃないんですよ、また帰って。

[01:28:19 - 01:28:24] みんなそれ平気なんですね。

[01:28:24 - 01:28:29] 私もちょっと日本にいるんだから、なんでこんな汚いんですかと思いますけど、向こうの人に聞いたら全然向こうの話はわからない。

[01:28:29 - 01:28:40] 向こうさんあんまり聞くんですよ。なんであんた方はそんなに汚いんですかと。

[01:28:40 - 01:28:45] ちょっとしたことですごく綺麗にこの食べ物売れるんではないかと。

[01:28:45 - 01:28:50] えーと、先生わからない。

[01:28:50 - 01:28:52] 彼らから見ればハエぐらい止まったってもなんですかという感じなんですよ。

[01:28:52 - 01:28:58] それで車なんか道路でチャーッと行ってこの泥がチャーッと食べ物に移ったってもそれちょっと手で拭いたらそれで十分ではないかと。

[01:28:58 - 01:29:10] それ食べて別に人が死んじゃって死ぬならみんなもうそっこり死んでるはずなんですけど。

[01:29:10 - 01:29:17] あれは確かにバイキンとかあるんですよ、科学的に言えば。

[01:29:17 - 01:29:23] でもああいうのはバイキンもその人を見たらまあ我々渡りたちのもう住み方だからということで敵ではないんですよ。

[01:29:23 - 01:29:34] 例えば体に病気救うバイキンであろうかその人々は食べるとそういうバイキン最近体に入るでしょ。

[01:29:36 - 01:29:44] 入ってみたら別に何とことない。

[01:29:44 - 01:29:47] 自分たちがもう毎日住んでるもう住み慣れてる住み方なんですね。

[01:29:47 - 01:29:51] それで行く口がいいんだからただ住んでるんです。

[01:29:51 - 01:29:55] 病気にならない。

[01:29:55 - 01:29:57] で、病気にならない。

[01:30:00 - 01:30:24] このエイルスウィルスなんかは、ある人の体に入ったら、その、なんて言いますか、その、個体、個体というんですか、こうなんとか、そういう、とにかくそのウィルスはなくなるんですよ。

[01:30:24 - 01:30:31] 必ずみんな病気になるわけじゃないんです。まあまあ、治療法ないのはエイルスウィルスみたいなものなんですけどね。

[01:30:31 - 01:30:41] それは人の心によりますが、人の他のシステムがすごく仲良くしている。それで法則を起こす。

[01:30:41 - 01:30:47] エイルスウィルスはこの法則を起こしているんですね。DNAの法則が。

[01:30:48 - 01:30:52] DNAの法則というのは決まっているパターンで行動することなんですね。

[01:30:52 - 01:30:59] エイルスウィルスだけがその法則を犯しているんです。いつでも自分のDNA構想を変えちゃうんです。

[01:30:59 - 01:31:11] そこで薬は効かない。体にも個体にすることはできない。個体ですか?包帯ですか?個体。個体にすることはできないんです。

[01:31:11 - 01:31:16] いつでもプログラム変わっちゃうんだから。それでも個体が出来上がる場合はあるんです。

[01:31:16 - 01:31:26] 出来上がってウィルスと養けるケースがあるんです。その場合はその人々の体の中はものすごく調和しているんですね。

[01:31:26 - 01:31:33] それで体の中の生命はみんな、なるほど、法律を犯している奴がいるんだと。

[01:31:34 - 01:31:42] それだったらやっぱりちゃんと罰せられなくちゃいけないんだと。ということで消えちゃうんです。

[01:31:42 - 01:31:48] 私たちは法律を犯しているんです。生命の法律、法則。

[01:31:48 - 01:31:55] 生命の法則というのはお互いに助け合ってきてください。一人では生きていられません。

[01:31:55 - 01:32:07] ですから皆様方はこのウィルスやらこういう原因からなる病気に対して、この持っている怒り、敵感を綺麗に消してください。

[01:32:11 - 01:32:17] 綺麗に心から消すとみんな生命だ。みんなお互いに助け合っているんだ。

[01:32:17 - 01:32:24] 私の体は一つの生命ではないんだ。数えきらないほどの生命の塊だと理解すれば、それで健康。問題はなし。

[01:32:24 - 01:32:33] 毒を飲んでも当たりません。それははっきりと言えますよ。すごくしっかり明るく、精神的にも明るい人が毒を知らないうちに毒を飲んだっても全然当たりません。

[01:32:33 - 01:32:40] ちょっとしたこの悪くなっている時間経っている食べ物を食べたっても当たりません。

[01:32:40 - 01:32:47] 綺麗に体が処理するんです。体は頑張ってくれるんです。

[01:32:47 - 01:32:55] ですから適応するとなっている。

[01:32:55 - 01:33:02] 最後になんですが、そういうふうにいろんな方法で病気を治しても、この過去の整備、いわゆるカルマの整備、病気になる場合があるんです。

[01:33:02 - 01:33:06] 皆様一応仏教のことをご存知ですから、このカルマ、業ということは分かっていらっしゃると思います。

[01:33:07 - 01:33:17] そのカルマというと、皆様方は暗いイメージを作るんですよ。

[01:33:17 - 01:33:26] カルマというのは悪いことだと。業というのは悪いことではないんです。

[01:33:26 - 01:33:36] 我々の幸福も過去の業なんです。我々の不幸も過去の業なんです。

[01:33:56 - 01:34:06] 業というのは過去の行いの結果という意味ですから、幸福、不幸、両方過去の業なんです。

[01:34:06 - 01:34:14] ある人はすごい幸福だなというならばそれは業なんです。ある人はすごい不幸だなというならばそれはその人の業なんです。どっちでも。

[01:34:14 - 01:34:22] そこで皆様方に一つ注意なんですけど、何だかんでも簡単に業だ業だと決めつけることだけやめてちょうだい。

[01:34:23 - 01:34:33] なぜかというと業だけは皆様方は理解できないんです。

[01:34:33 - 01:34:42] 時々占いやっている、いろいろ予言したりする人々が霊能力者ですか、

[01:34:42 - 01:34:53] よく言うんですね。あなたの過去性でこういうことをあんたこうなってますよと。

[01:34:53 - 01:35:00] あれははっきり言いますけど嘘です。そんな簡単単純に理解できるものではないんです。かなり難しいんです。

[01:35:00 - 01:35:09] そんなちょっとした幽霊とかで何かおばけが体に過ぎたんだからってわかるわけじゃないんです。

[01:35:09 - 01:35:14] ですからこの業の問題は忘れてほしい。

[01:35:14 - 01:35:24] 自分が病気なのは過去の業だよと。別にどうでもいいんです。それ忘れてほしいんです。とにかくわかりませんだから。

[01:35:24 - 01:35:33] とにかくそれでも業のせいで病気になったらどうしますかと。

[01:35:33 - 01:35:38] その場合はよくわかることは、生まれすぎ病気になるか、あるいは突出生病気になるか、それは両方あります。

[01:35:38 - 01:35:48] なかなか薬も効かない。治療法も効かない。なんとなく慢性的なようなものなんですね。なかなか治らない。

[01:35:48 - 01:35:55] それに沿っていかなくちゃいけないんですね。同時にその人の性格の中に原因は見えるんです。

[01:35:55 - 01:36:06] 例えばがんになったと。がんになったのは過去の業のせいだったら、当然その人はすごいわがまま。コーマン。自分勝手。結構相手に迷惑をかける。

[01:36:06 - 01:36:21] そういうなんかいやらしい性格があるんですよ。何かもういやな性格を持っているんです。

[01:36:21 - 01:36:31] それで、それは我々がわかるようになるほど、こういう性格で過去性で頑張ってそういうカルマになっているんだと。

[01:36:31 - 01:36:45] あるいはすごい不親切とかね。残酷な優しい心を持っていないとか、商売の鬼というふうに商売をしたら鬼みたいに悪いことでもして商売をしたりとか。

[01:36:46 - 01:36:55] それで最後にどんどんカルマが、カルマの力が消えていくと悪いカルマが残っちゃって、病気になったりするんですね。

[01:36:55 - 01:37:04] だいたいその場合はもうほとんどどうしようもないんですよ。

[01:37:04 - 01:37:13] どうしようもないのはカルマがわからないんだからなんです。

[01:37:13 - 01:37:19] どんなカルマ、どんな業をやっていますかとわからないんだからなんです。

[01:37:19 - 01:37:29] その場合はよくカルマのことを勉強している大変な仏教の知識なんかある誰かに相談して、

[01:37:29 - 01:37:36] その場合だけ誰かによく相談して自分の人生はよく見て、

[01:37:36 - 01:37:42] この新しいカルマをする。新しい道徳、徳を積むようにする。

[01:37:42 - 01:37:47] そうすると薬を飲むよりは早く病気が治れます。

[01:37:47 - 01:37:57] それで具体的に言っては今は言いません。このカルマによってやり方が違いますから。

[01:37:57 - 01:38:04] だいたいいいなのは自分でもやっぱり弱い人々を助けることなんですね。いつでも。

[01:38:04 - 01:38:16] 何て言いますか、よくやってみてください。

[01:38:16 - 01:38:21] いつでもこの弱い人、優しい心で助けてあげること。

[01:38:22 - 01:38:28] いろんな弱さの人々いるんですね。

[01:38:28 - 01:38:40] それ動物も入るんですよ。動物も全部生命入ってあって、ただ必要な人は必要な時は助けてあげてください。

[01:38:41 - 01:38:50] 知識の達成必要な人には知識を与える。

[01:38:50 - 01:38:55] お金の達成必要な人にはお金を与える。

[01:38:55 - 01:38:58] ちょっとした救い合いの達成必要な人には救い合いをしてあげる。

[01:38:58 - 01:39:04] 体で手で助けてあげるべき人は手助けをする。

[01:39:05 - 01:39:13] そういうふうなことをしてあげてください。

[01:39:15 - 01:39:18] そうすると自分の過去のカルマは何であろうか徐々に消えていきます。

[01:39:18 - 01:39:21] それから助けるときはものすごく気をつけてください。

[01:39:21 - 01:39:26] 助けられる側には何の負担もならないように。

[01:39:27 - 01:39:33] 体で手で助けてあげるべき人は手助けをする。

[01:39:33 - 01:39:37] そういうふうなことをしてあげてください。

[01:39:40 - 01:39:46] そうすると自分の過去のカルマは何であろうか徐々に消えてきます。

[01:39:47 - 01:39:51] それから助ける時はものすごく気をつけてください。

[01:39:51 - 01:39:56] 助けられる側には何の負担もならないように。

[01:40:00 - 01:40:03] 例えば、寝たきりの人を私たちは行って看病すると。

[01:40:03 - 01:40:07] そうすると、寝たきりの人は申し訳なく、申し訳なく、

[01:40:07 - 01:40:13] 心苦しく思うならば、我々の助けは助けになっていないんです。

[01:40:13 - 01:40:19] ですから私は、いつでも気をつけて、相手の心を慰めてあげるんですね。

[01:40:19 - 01:40:26] あの、じゃらせてください、すみません、これはもう是非私がやりたいんですよ、と。

[01:40:26 - 01:40:29] そんな感じで。

[01:40:29 - 01:40:33] で、こちらがありがとうございますと言わなくちゃいけない。

[01:40:33 - 01:40:38] 例えば、歩けない人はどこかへ、例えば、車椅子の人はこの階段があって、

[01:40:38 - 01:40:41] もう自分が運んであげたと。

[01:40:41 - 01:40:46] それで、向こうの人はありがとうという間に、本当にどうもありがとうございますと。

[01:40:46 - 01:40:52] 自分にはいいことできましたからね、向こう側に感謝するんです。

[01:40:52 - 01:40:55] そこはもうポイントです。

[01:40:55 - 01:40:58] それないんだから、みんないいことをしますよ。

[01:40:58 - 01:41:02] でも、それほど結果は味わえないんです。

[01:41:02 - 01:41:10] 日本の方々はもう、結構もう、世界的に見ると、結構立派ないいことをしますよ。

[01:41:10 - 01:41:15] するんだけど、どうか結果は得られないように感じます。

[01:41:15 - 01:41:26] なぜかと言うと、なんか日本文化的に、向こう側から一生懸命感謝して、褒めてほしかったんです。

[01:41:26 - 01:41:34] それ褒めてもらいたいという、これは皆様の苦しみの元なんです。

[01:41:34 - 01:41:38] 一層でも感謝してほしいんです。

[01:41:38 - 01:41:40] だから日本の文化ってのはむちゃくちゃなんです。

[01:41:40 - 01:41:42] すごいややこしいんですよ。

[01:41:42 - 01:41:50] まあ、中元やら、お正月になったら、また色々、色んなものを送ったり、またお返しに、

[01:41:50 - 01:41:54] ああだ、こうだ、とかね、まあ、それはそれで美しいんだけど、

[01:41:54 - 01:42:02] それはそれで置いておいて、でも、得になるのは、それ得にならない。

[01:42:02 - 01:42:11] 得になるのは、私は人を助けてあげてから、助けられた人に、私はありがとうございました。

[01:42:11 - 01:42:14] という気持ちで、自分が感謝すること。

[01:42:14 - 01:42:17] それだけよく覚えて、人々に優しくしてください。

[01:42:17 - 01:42:20] そうすると、空間によって生まれる病気も治ります。

[01:42:21 - 01:42:25] またいろいろたくさんの方があるんですが、どうしましょうか。

[01:42:25 - 01:42:27] 時間にはなりました。

[01:42:39 - 01:42:42] テーマのほんの一部なんです、今日しゃべったのは。

[01:42:42 - 01:42:44] またたくさんあります。

[01:42:45 - 01:42:49] 一応、あまり長くしゃべったって、全部忘れちゃいましたので。

[01:42:51 - 01:42:55] そこら辺で休憩します。

[01:43:15 - 01:43:18] それに、何ですか。

[01:43:22 - 01:43:31] 子供の場合、2歳とか3歳の子供が喘息とか苦しんでいる場合に、

[01:43:31 - 01:43:35] 例えば、心を治せば病気が治ると言っても、

[01:43:35 - 01:43:40] 子供は、もともと純粋な心ではあると思うんですけども、

[01:43:40 - 01:43:47] また、親が心を治せば、子供の病気が治るんだよ、という話も聞くんですけども、

[01:43:47 - 01:43:54] なかなか、子供の病気が単純に治るとは思えないんですけども、

[01:43:54 - 01:43:59] そういった場合、子供の病気がカルマだからしょうがないんだよと、

[01:43:59 - 01:44:03] 解くわけにもいかないですし、その辺はどうなんでしょうか。

[01:44:03 - 01:44:10] その場合は、本当にいろいろ問題なんですけど、

[01:44:10 - 01:44:22] 喘息のような病気の場合は、大体、両親のストレスがすごく関係あるんです。

[01:44:22 - 01:44:27] 両親の問題が、すぐ子供に移ってしまうんですよ。

[01:44:28 - 01:44:34] 僕は見たところで、大体、お母さんかお父さんかと病気が悩んでいると、

[01:44:34 - 01:44:37] 子供たちもすぐ病気になっちゃうんですね。

[01:44:37 - 01:44:44] あれは病気ではなくて、子供たちの精いっぱい親に対する優しい心なんですよ。

[01:44:44 - 01:44:48] だから、すごく悲しくなっちゃう、その場合はね。

[01:44:48 - 01:44:52] 子供は別に元気で遊んだほうがいいのに、

[01:44:52 - 01:44:56] 私が知っている、そういう子供が何人かいて、

[01:44:56 - 01:45:00] 子供は病気なんですね、そういう喘息で。

[01:45:00 - 01:45:05] 見たら、お母さんも、この子供も同じ病気で悩んでいるよと。

[01:45:05 - 01:45:09] 僕は見たところで、そういうことよりは、子供たちは本当はものすごく、

[01:45:09 - 01:45:14] 親、両親のことを大変心配しているんですよ、小さい割に。

[01:45:14 - 01:45:20] ですから、自分たちが分からないんだけど、精神的に自分も病気になって、

[01:45:20 - 01:45:22] 代わりに苦しんでいるような感じなんです。

[01:45:22 - 01:45:25] それで、両親に言ってあげたんですね。

[01:45:25 - 01:45:32] あんた方は自分たちと病気であろうか、子供たちにそれは関係ないように行動してくださいと。

[01:45:32 - 01:45:38] 子供たちに、自分の病気は子供に言ったりも、ああだこだしないで、

[01:45:38 - 01:45:43] ちょっと明るくやってくださいと言ったら、しっかり治ったんですよ。

[01:45:44 - 01:45:50] まだ小さい時の病気は、大きくなってくると治る場合もありますし、

[01:45:50 - 01:46:00] とにかく赤ちゃんの時も、病気であろうか、できるだけストレスたまらないように、

[01:46:00 - 01:46:07] 明るく落ち着いて、我々は子供育てをしなくちゃいけない。

[01:46:07 - 01:46:16] 子供は言葉をしゃべれませんが、一つ覚えてほしいのは、赤ちゃんなんかは赤ちゃんではないんです。

[01:46:16 - 01:46:21] 過去から来るものだから、結構大人なんですよ。

[01:46:21 - 01:46:27] 赤ちゃんになるのは、5歳、6歳になって赤ちゃんではない子供になるのは。

[01:46:27 - 01:46:34] 言葉をしゃべれない間では、自分たちがすごい大人のように行動するんです。

[01:46:34 - 01:46:37] でもなかなかコミュニケーションできないんですね。

[01:46:37 - 01:46:39] 体が不自由なんですね。

[01:46:39 - 01:46:43] そこですっごくストレスたまっちゃうんですね。

[01:46:43 - 01:46:51] 自分たちには赤ちゃんの時代を覚えられる方々がいるんですか、どなたか。

[01:46:51 - 01:46:56] いわゆるおっぱい飲んでいた時期を覚えていらっしゃる方々がいるならば、

[01:46:56 - 01:47:02] なんとなく実感があると思いますよ。ものすごく嫌なんです、その時は。

[01:47:03 - 01:47:12] 自分がものすごく心では立派な人間なんですけど、動けない、歩けない。

[01:47:12 - 01:47:15] お腹が空いたら、もうどうしようもない。

[01:47:15 - 01:47:18] そこでものすごくキャーと泣くんですね。

[01:47:18 - 01:47:21] 泣くときも怒りがないで泣いちゃうんです。

[01:47:21 - 01:47:29] ですから、それは我々は大人が理解して、赤ちゃんだ、可愛い可愛いということよりは、

[01:47:29 - 01:47:35] 立派な人間という感じで接する必要はあるんです。

[01:47:35 - 01:47:38] でも、かなり良くなるんです。

[01:47:38 - 01:47:48] 過去のカルマといえば、アトピーとかね、

[01:47:48 - 01:47:58] それもどんどん大きくなってきて、良い行いをして、良い心を持っていると消えちゃうんです。

[01:47:58 - 01:48:07] アトピーできる子どもも、両親のストレス?

[01:48:07 - 01:48:10] それはストレスじゃないんですね。

[01:48:10 - 01:48:15] それはもうストレスじゃなくて、本人持っているものなんですね。

[01:48:15 - 01:48:17] アトピーは。

[01:48:17 - 01:48:20] で、こういう込み合わせがあるんですよ。

[01:48:21 - 01:48:26] 例えば、親がどうしても大変な、

[01:48:26 - 01:48:36] 例えばわかりやすく言えば、過去で何とか悪い業をして、その結果で困らなくちゃいけない。

[01:48:36 - 01:48:44] その場合は自分に、そういう病気の子どもが助けられるような込み合わせになっちゃうんですね。

[01:48:44 - 01:48:47] ですから、子どもアトピーでやるならば、

[01:48:47 - 01:48:51] 自分たちがああ大変だではなくて、それにちゃんと立ち向かって、

[01:48:51 - 01:48:59] 私たちはそれなりに大変、この喫水状態を乗り越えなくちゃいけないんだと。

[01:48:59 - 01:49:03] みんなの問題として扱わなくちゃいけないんですね。

[01:49:03 - 01:49:08] 家族になるのは、お互いに別な人間なんですけど、

[01:49:08 - 01:49:14] お互いに過去で何とか人間があったんだからなんです。

[01:49:16 - 01:49:19] ですから、自分にはものすごく言う事を聞かない、

[01:49:19 - 01:49:24] すっごい悪い子どもが出来上がってもしょうがないんですよ。

[01:49:24 - 01:49:33] それ自分の宗教だと思って、一生懸命その子を育てるように行動しなくちゃいけない。

[01:49:34 - 01:49:39] 日本ですごく間違うところは、我が子と思うんですね。

[01:49:39 - 01:49:43] その我が子だと思う言葉だけは忘れてください。

[01:49:43 - 01:49:48] 我が子ではありません。私の子どもではありません。

[01:49:48 - 01:49:52] それはもう因縁の中で、存在の中で、一人の生命であって、

[01:49:52 - 01:49:55] たまたま私のところに来ていただけましたと。

[01:49:55 - 01:49:58] ですから、末永くよろしくと。

[01:50:00 - 01:50:04] その責任はその小さな命を立派な大人にしてあげること。それで自分の責任が終わり。

[01:50:04 - 01:50:06] その代わりに子供から養殖してほしいとか、

[01:50:06 - 01:50:09] 子供から老後を面倒見てもらいたいとか、

[01:50:09 - 01:50:12] そういう責任感はならないように子供を育てなくちゃいけないんです。

[01:50:12 - 01:50:18] ですから我が子ではなくて、

[01:50:18 - 01:50:21] 日本の仏教から言えば仏様からいただいた仏様の子供だと。

[01:50:21 - 01:50:24] ですから大きくして仏様に返してあげるんだと。

[01:50:24 - 01:50:27] あすかりもんなんですね。

[01:50:27 - 01:50:30] ですからあすかりもんだからすごい大事に丁寧に育てなくちゃいけない。

[01:50:30 - 01:50:33] 我々あすかりもんであることは忘れてしまって、

[01:50:33 - 01:50:38] 私の子だと。

[01:50:38 - 01:50:42] ですからわがままで私の意思に育てようと思っちゃうんですね。

[01:50:42 - 01:50:44] 自分の希望で。それは子供たちにとりつつものすごい悪いな。

[01:50:44 - 01:50:48] それは子供の存在価値を否定することなんです。

[01:50:48 - 01:50:50] 世の中で一番嫌なのは自分に生きる価値がないということなんですよ。

[01:50:50 - 01:50:56] 両親が子供にそれをさせているんです。

[01:50:56 - 01:51:00] あなたには生きる価値がないんだと。

[01:51:00 - 01:51:04] あなたは私のものだと。

[01:51:04 - 01:51:07] 赤ちゃんは喜んじゃうんですよ。

[01:51:07 - 01:51:10] 私のもの、宝物だと言うと赤ちゃんが喜んじゃう。

