[00:00:30 - 00:00:36] 槁 競馬
[00:00:52 - 00:00:54] いろんなことを
[01:02:41 - 01:02:46] いわゆる不浄なものでも満杯になっているんです。
[01:02:46 - 01:02:51] 古い満杯になっている便状というのは、
[01:02:51 - 01:02:59] どこから見たっても汚いんですよ。
[01:02:59 - 01:03:06] そういうふうに自分の体を見てください。観察してください。
[01:03:06 - 01:03:12] 体からいつも出るものは全部汚いんだと。
[01:03:12 - 01:03:15] それは事実なんですね。
[01:03:15 - 01:03:21] 体から何ですかね、出るものは。金、銀、宝石、お金。
[01:03:21 - 01:03:25] 体から何を出るんですかね。
[01:03:25 - 01:03:29] 体には金、銀、宝石、お金やらいろんなものが必要ですけど、
[01:03:29 - 01:03:33] 体は作るものは何ですかね。
[01:03:33 - 01:03:37] すごい高価な料理を体に食べさせますけど、
[01:03:37 - 01:03:42] 体はそれは工場に入れちゃって何を出すんですかね。
[01:03:42 - 01:03:45] だから不浄そくる工場なんですね。
[01:03:45 - 01:03:49] 汗が出るわ、つぶやきが出るわ、鼻水が出るわ。
[01:03:49 - 01:03:53] どこから見たっても、大便、小便、
[01:03:53 - 01:03:56] 何から何まで汚いんですよ。
[01:03:56 - 01:04:02] ものすごい綺麗な服なんか一回、二回着たらもう汚くなっちゃうし。
[01:04:03 - 01:04:08] すごいえらい汚いの塊なんですね。
[01:04:08 - 01:04:12] ですからそれ感謝してください。
[01:04:12 - 01:04:15] それ一つ。
[01:04:15 - 01:04:18] もう一つ。
[01:04:18 - 01:04:25] 私は今は元気ですけど、いっす病気になって倒れるかわからない。
[01:04:25 - 01:04:28] いっす死ぬかわからない。
[01:04:28 - 01:04:35] いっす私の持っているものはなくなるかわからない。
[01:04:35 - 01:04:38] そういうふうに感謝してください。
[01:04:38 - 01:04:43] 私の好きな人々、兄弟やら、親戚やら、子どもたちやら、
[01:04:43 - 01:04:46] お友達やらいろいろ好きな人がいっぱいいるんだけど、
[01:04:46 - 01:04:54] そういう好きな人々からいっす離れるかわからない。
[01:04:54 - 01:04:59] 私は全部捨てていかなくちゃいけないんだと。
[01:04:59 - 01:05:03] この世の中でどんなえらい先生になっていたっても、
[01:05:03 - 01:05:10] 全部捨てて一人静かに寂しく出ていかなくちゃいけないんだと。
[01:05:10 - 01:05:17] そういうふうなことを感謝してください。
[01:05:17 - 01:05:24] それいろいろ瞑想方法なんです。
[01:05:24 - 01:05:28] あるいは体の高層を観察してくださいと。
[01:05:28 - 01:05:32] この私私と威張って傲慢で思ってますけど、
[01:05:32 - 01:05:36] 別々に見るとものすごい汚いものがある。
[01:05:36 - 01:05:42] 例えば皮膚。人間の皮膚なんか抜いてみて操作してみてください。
[01:05:42 - 01:05:47] 例えば鹿とか虎とかの動物の皮膚なんか抜いてみたら、
[01:05:47 - 01:05:51] ものすごい高価な、輸入禁止してるんですね。
[01:05:51 - 01:05:56] 虎の皮とかね。それぐらい高価なものなんです。
[01:05:56 - 01:06:02] 人間の皮なんかはどうですかね。皮を抜いてみたら。
[01:06:02 - 01:06:07] 操作することができないほど気持ち悪いんですね。
[01:06:07 - 01:06:13] 象の歯なんかは輸入はどこにも禁止。
[01:06:13 - 01:06:17] 持ってることも禁じられてるんですね。国際法で。
[01:06:17 - 01:06:23] でも僧侶が死んでもあの歯一本は何十万円もかかりますよ。
[01:06:23 - 01:06:27] 商売できた時でも。
[01:06:27 - 01:06:31] すごい高価なものなんです。
[01:06:31 - 01:06:34] 私たちの歯は?
[01:06:34 - 01:06:38] 歯が抜いちゃったら誰か売りに出してみてください。
[01:06:38 - 01:06:41] 売れるかどうか。
[01:06:44 - 01:06:48] 例えばすごいお金払ってね、ものすごくみんな入れ歯なんか使ってますけど、
[01:06:48 - 01:06:54] これにはもう30万かかったとかね、45万になったとか偉そうに言うんだけど、
[01:06:54 - 01:06:59] その入れ歯は売れますかね、1円でも。
[01:07:05 - 01:07:13] そういうふうに体の部分に分けて歯を観察する、皮膚を観察する、
[01:07:13 - 01:07:22] 髪の毛を観察する、体の毛を観察する、内臓を観察する、
[01:07:22 - 01:07:32] 腎臓とかね、心臓、肺、胃、腸、腸の中のものとか観察してみてください。
[01:07:32 - 01:07:37] そうするとものすごい気持ち悪くなるんです。
[01:07:37 - 01:07:40] それは狙いなんです。
[01:07:40 - 01:07:53] 例えば死んでも、例えばお鮭とかね、かつおとか、大きな魚はマグロとかね、
[01:07:53 - 01:08:02] 死んだあの死体はマグロとか10万くらいかかるんですね、でっかいあれだったら。
[01:08:02 - 01:08:07] 小さな3枚一匹でも100円以上かかっちゃうんですね。
[01:08:07 - 01:08:11] 人間死んだったら何円ですか。
[01:08:13 - 01:08:21] だから牛の心臓であろうか肝臓であろうか結構高いんですよ。
[01:08:24 - 01:08:33] 人間の腎臓なんか焼肉について食べる人がいるんですかね。
[01:08:33 - 01:08:36] バーベキューに出まして。
[01:08:36 - 01:08:43] だからバカなことを思わないで本当のことを見なさいと。
[01:08:43 - 01:08:48] それこそ道徳であって真理だよとお釈迦様の言葉なんです。
[01:08:48 - 01:08:54] だからいい加減知ってくださいと自分の体を見てくださいと。
[01:08:54 - 01:09:00] それはすごい黒い考え方のような思うのは全くアホの人々なんですよ。
[01:09:00 - 01:09:08] ですからお釈迦様はうるさいんだから世の中の人間にはすごい形容詞で込めてるんです。
[01:09:08 - 01:09:12] それはどういう形容詞というと完璧に狂ってるんだと。
[01:09:12 - 01:09:14] 世の中の人間が。
[01:09:14 - 01:09:17] みんなバカですよアホですよと。
[01:09:17 - 01:09:20] 全くの無知だと。
[01:09:20 - 01:09:29] だからお釈迦様のおっしゃってることは実践するならばお釈迦様は何とか頑張ってるやつだなと。
[01:09:29 - 01:09:33] それで理解するならば知識人だ賢人だと言うんです賢者だと。
[01:09:33 - 01:09:40] そうでなければ我々にお釈迦様が言ってるのはもう狂ってるんだと。
[01:09:40 - 01:09:43] 狂人だと。
[01:09:43 - 01:09:47] もうあっち行けと。
[01:09:47 - 01:09:51] そういうお釈迦様から見ればもうちょっと迷惑なんです。
[01:09:51 - 01:09:58] ですからお釈迦様の言葉は厳しいかもしれません。厳しいんだけどそれこそ真理なんです。
[01:10:00 - 01:10:08] この身体を見て下さい、観察して下さい、そういうふうにいろいろな瞑想法があるんです。
[01:10:08 - 01:10:15] なんでこういうふうに見させますか。まずそれは本当のことであります。
[01:10:15 - 01:10:25] 私たちは必ず死にます。この身体は徹底的に不浄な汚いものなんです。
[01:10:26 - 01:10:32] 白精というんですか、動物なんか死んじゃったら保存しますね、なんとかして。
[01:10:32 - 01:10:34] 白精というんですか。
[01:10:34 - 01:10:38] 動物の白精ですね。
[01:10:38 - 01:10:43] 白精ですね。白精をしてお着物を通して見ているんですね。
[01:10:43 - 01:10:49] 人間心であったら我々は逃げるんですよ、怖くて。
[01:10:49 - 01:10:53] 人間心では白精をしておかないんです。
[01:10:54 - 01:10:59] 怖くなるんですよ、ですからもうすぐ燃やしてしまっちゃうんです。
[01:11:02 - 01:11:11] 燃やしてどこかにお墓に収めて、すぐ手を清める、身体も清めるんです、死をかけて。
[01:11:11 - 01:11:17] お寺は大変だからね、みんなのお祝いとかいろいろ物を置いておかなくちゃいけないんだから。
[01:11:17 - 01:11:20] みんななんか自分が逃げたような感じで。
[01:11:21 - 01:11:28] 人間に怖いんだったら、おばけが出るんだったら、我々も同じものですよ。
[01:11:28 - 01:11:32] ですからみんな同じおばけなんですよ。
[01:11:33 - 01:11:36] お互いに見て逃げなくちゃいけない存在なんですね。
[01:11:36 - 01:11:44] とにかくそういうふうなことを観察すると、我々のこの余計な授着、
[01:11:44 - 01:11:49] ああ生きてきたらいいかない、ああ仕事をしなくちゃいけない、ああ金儲けなくちゃいけない、
[01:11:49 - 01:11:55] ああ子供の面倒見なくちゃいけない、子供のためにいっぱい財産作っておかなくちゃいけないとか、
[01:11:57 - 01:12:01] そんなまあふざけた考え方は全部消えちゃうんですよ。
[01:12:02 - 01:12:09] 消えて人間っていうのはもう徹底的な精神的なリラックスを感じるんです。
[01:12:11 - 01:12:13] ものすごいリラックス感じるんです。
[01:12:15 - 01:12:22] それはもう言葉で言い表せないほどものすごいリラックスなんですよ。
[01:12:23 - 01:12:32] 私は一生でも死ぬんですよと。一生でも死ぬ可能性ありますよと。
[01:12:35 - 01:12:40] そう実感として思うとものすごい簡単なんです、人生は。
[01:12:41 - 01:12:46] 例えば私はこのカバンを持って行く、どこかでもう忘れちゃうんだと。
[01:12:47 - 01:12:54] 全然ああ大変だ、どうしようどうしようとか汗が出たりとかそういうのないんですね、死を観察する場合は。
[01:12:55 - 01:12:58] まあそんなもん持ち物だからなくなるもんだと。
[01:12:59 - 01:13:08] ですからこれは実践してみるならば、皆様方生まれて初めて生きることはこんなにも幸福ですかと。
[01:13:09 - 01:13:10] 分かるんですよ。
[01:13:13 - 01:13:19] 例えば我々のこの集まりは今日限りだと分かるとすごい楽なんですよ。
[01:13:19 - 01:13:24] お互いに全然喧嘩する必要ないし、あの人気持ち悪いとかなんとか思う必要もないし、
[01:13:25 - 01:13:30] ほんのちょっとの間の即会だからできるだけ頑張って仲良く仕事をしているのではないか。
[01:13:32 - 01:13:36] 会社に入っていたらなんでお互いに競争して苦しめますかと言うと、
[01:13:37 - 01:13:40] 会社は永遠に自分たちの仲良くしているのではないかと。
[01:13:40 - 01:13:42] まあほんの少々の間の即会だと。
[01:13:43 - 01:13:45] 分かればなんとことないんですよ。
[01:13:47 - 01:13:48] すっごく楽なんです。
[01:13:49 - 01:13:52] ですからこの幸福を味わってくださいというのが、
[01:13:53 - 01:13:57] お釈迦様の言葉の意味です。
[01:13:58 - 01:14:00] 幸福を味わってくださいというのは、
[01:14:01 - 01:14:03] お釈迦様の言葉の意味です。
[01:14:04 - 01:14:06] 幸福を味わってくださいというのは、
[01:14:06 - 01:14:11] お釈迦様の言葉なんですね。
[01:14:12 - 01:14:14] 願いと言ったら失礼なんですけどね。
[01:14:15 - 01:14:16] 我々にそう言っているんですよ。
[01:14:17 - 01:14:20] 幸福を味わうために真理を知ってくださいと。
[01:14:21 - 01:14:25] 全く無知な人には幸福を味わうことはできないんだと。
[01:14:27 - 01:14:30] 例えば科学的な知識があるんだからこそ、
[01:14:31 - 01:14:33] 我々はこういう現代科学世界を育っているんです。
[01:14:33 - 01:14:35] 電気というのは神様だと。
[01:14:36 - 01:14:37] 飴というのは神様だと思っていたら、
[01:14:38 - 01:14:39] こんな電気育られますか。
[01:14:41 - 01:14:43] 昔々の人々は雷が起こっちゃったら、
[01:14:44 - 01:14:47] あの神様どうかな許してくださいと浮かんだんですね。
[01:14:48 - 01:14:50] 雷は神様の怒りだと思ったんだから。
[01:14:51 - 01:14:54] でも後の人々は、あれちょっと待ってくださいと。
[01:14:55 - 01:14:57] 雷ってどんなもんかと考えたら、
[01:14:58 - 01:15:00] それは静電の塊であることやら電気やら、
[01:15:00 - 01:15:07] それを発見して、電気を自由に使えるところまで知識は発達しました。
[01:15:08 - 01:15:12] そこで我々の電気文化が出てきているんですね。
[01:15:13 - 01:15:15] それで私たちは楽をしているんですよ。
[01:15:16 - 01:15:19] 今楽をしているのは誰のおかげですかというと、
[01:15:20 - 01:15:21] 知識のおかげなんですね。
[01:15:22 - 01:15:24] 物事を知っているんだからなんです。
[01:15:24 - 01:15:30] ですから幸福は物事を知っているものが得られるものであって、
[01:15:31 - 01:15:33] バカな人は得られるものではありません。
[01:15:34 - 01:15:36] ですからこれから悪口言いますけど、
[01:15:37 - 01:15:39] あまり知識を得られないで、
[01:15:40 - 01:15:43] 簡単に楽に神様お願いしますとか、
[01:15:44 - 01:15:46] 仏様助けてちょうだいとか、
[01:15:47 - 01:15:51] そういう願う人々はすごくもう、
[01:15:51 - 01:15:52] 暗いんですよ。
[01:15:53 - 01:15:56] 幸福を味わえないんです、法則的には。
[01:16:00 - 01:16:06] それよりは人生は無常だと、
[01:16:07 - 01:16:09] そんなもんだと、不浄なものだと、
[01:16:10 - 01:16:12] そんな真剣に取る必要はないんだと、
[01:16:13 - 01:16:18] 明るく明るく取っていると心はリラックスします。
[01:16:18 - 01:16:21] リラックスする心はそれでどんどん治っていくんです。
[01:16:23 - 01:16:26] 心が治ると必ず体が治ってしまいます。
[01:16:28 - 01:16:30] それをもう約束できます。
[01:16:33 - 01:16:38] じゃあリラックスとかそれに基づくありとあらゆる病気のことを
[01:16:39 - 01:16:41] それで終わりにして、
[01:16:41 - 01:16:43] またいろいろ病気がありますから、
[01:16:44 - 01:16:48] 生まれつきこの遺伝的な病気になる場合もあります。
[01:16:50 - 01:16:52] その場合はどうしますかと。
[01:16:53 - 01:16:55] 遺伝に組み込まれている場合は、
[01:16:56 - 01:16:58] これは冗談ではないんですよ。
[01:16:59 - 01:17:03] なかなかそんな治るものではないんですね。
[01:17:04 - 01:17:06] 遺伝的な病気というのは。
[01:17:06 - 01:17:08] でも覚えておいてください。
[01:17:09 - 01:17:14] その遺伝的な細胞を救ったのは私たちの心なんです。
[01:17:15 - 01:17:20] 私たちはわさわさそういう欠陥あるような組み立てを救ったんです。
[01:17:21 - 01:17:22] 我々の心が。
[01:17:23 - 01:17:25] それはちょっと理解できませんが、
[01:17:26 - 01:17:28] もう本当はそういうことなんです。
[01:17:29 - 01:17:31] もし自分たちが、
[01:17:31 - 01:17:35] 遺伝的なことで悩まされているならば、
[01:17:36 - 01:17:40] この生まれる瞬間で自分の心はそう決めたんです。
[01:17:43 - 01:17:45] ですから誰に文句言う必要はないんです。
[01:17:46 - 01:17:50] それによく付き合うことしか方法がないんです。
[01:17:52 - 01:17:53] その病気。
[01:17:55 - 01:17:58] よく付き合うことしか方法がないんです。
[01:17:58 - 01:17:59] その病気。
[01:18:00 - 01:18:01] よく付き合う。
[01:18:02 - 01:18:06] 病気と付き合うということは、この病気に対して怒りを持たないで。
[01:18:07 - 01:18:09] またリラックスすることなんですね。
[01:18:10 - 01:18:11] 例えば足が弱いと。
[01:18:12 - 01:18:15] 足が弱いんだったら別にどうしたことないんですよ。
[01:18:16 - 01:18:19] それ気持ちよく、それ自分の何て言いますか、
[01:18:19 - 01:18:33] 売り物ではなくていろいろ商品の名前をつけているんですね。
[01:18:34 - 01:18:37] ブランドネームなんて言いますか。
[01:18:39 - 01:18:40] 何々。
[01:18:42 - 01:18:43] ブランドですか。
[01:18:45 - 01:18:46] ありますね。
[01:18:46 - 01:18:55] そんな感じで自分の文言みたいなものなんですね。文章みたいなものなんですよ。
[01:18:58 - 01:19:01] だから例えばある人が足が弱いと言うならば、
[01:19:02 - 01:19:04] 私はもう悪いというか足が弱いんですと。
[01:19:06 - 01:19:15] それで明るく受け止めれば、足は弱いだけは不条あるかもしれませんが、
[01:19:16 - 01:19:18] 他の何の不条もなし。
[01:19:20 - 01:19:22] 何の不自由もなし。
[01:19:24 - 01:19:27] たまにこの目が不自由な人とかいますね。
[01:19:28 - 01:19:31] それで自分が目が不自由であることはもう認めて、
[01:19:32 - 01:19:36] しっかりしている人々は全然不自由は感じないんですね。
[01:19:37 - 01:19:38] 障害は感じない。
[01:19:39 - 01:19:40] 堂々と元気で生きているんです。
[01:19:42 - 01:19:45] それ我々も驚かせますから、その人々は。
[01:19:46 - 01:19:50] 目が見えないんだけどやることをやることは目が見える人にもできないんだと。
[01:19:51 - 01:19:57] ですから遺伝的な病気には全く気にする必要はないんです。
[01:19:58 - 01:20:00] 生まれつつ目が見えない。
[01:20:00 - 01:20:08] 耳が聞こえなく不自由で生まれたんだと、耳が聞こえなく生まれたんだと、そんなものは問題ではありません。
[01:20:08 - 01:20:17] それをもう覚悟をして受け止めればすぐそこに明るいドアがあるんです。
[01:20:17 - 01:20:26] たまに身体障害で悩んどる人々は口で筆を持って絵を描くのは、私もそういう絵を見たことがあるんだから。
[01:20:26 - 01:20:30] 私もそういう素晴らしい絵を描くんだから。
[01:20:30 - 01:20:40] それでみんな褒めたりするし、損災として認められているし、そのものを売れるし、そういう問題ないんです。
[01:20:40 - 01:20:49] ですから、この障害を持って生まれることと、遺伝的にこの病気を持って生まれることだけは別に不幸ではありません。
[01:20:49 - 01:20:55] それは自分がやったことであって、自分の心はそう決めたんだからね。
[01:20:55 - 01:21:02] それは別に誰にも文句を言わないで、明るくその状態を認める。
[01:21:02 - 01:21:05] それだけ。
[01:21:05 - 01:21:17] それから次の病気の原因というのは、この未成物やら、VRSやら、そういうことなんですね。
[01:21:17 - 01:21:23] その場合はお医者さんが抗生物質とか色々飲ませますけど、
[01:21:23 - 01:21:36] 我々はもともと他の生命に対して嫌だ、敵だと思う心は忘れてください。
[01:21:36 - 01:21:47] VRSから大きなクジラ、ゾウザンまで、生命は敵ではありません。
[01:21:48 - 01:22:00] みんな同じ環境の中に一緒に生活している生命なんです。
[01:22:00 - 01:22:04] そこで敵を救うなと。
[01:22:04 - 01:22:09] 敵を救ったら叩かれますよ。
[01:22:09 - 01:22:20] もしそれは嘘であるならば、今日から家に戻ってから隣の家にいて文句を言ってみてください。
[01:22:20 - 01:22:25] 別に訳はいりません。ただドアベルを鳴らして、
[01:22:25 - 01:22:32] どなたですかと言われたら、あなたねとか何とか何とかも言いたいほどに文句を言ってみてください。
[01:22:32 - 01:22:36] どうなるんですかと、結果は。
[01:22:36 - 01:22:39] どうなるでしょうかね、そうすると。
[01:22:39 - 01:22:50] あるいは隣の奥さんに、あなた本当にだらしのない女ですねとか何か一言言ってみてください。
[01:22:50 - 01:22:54] 分かるでしょ、敵を救ったらどうなるんですかと。
[01:22:54 - 01:22:58] それ実践しなくたっても、実行しなくたっても。
[01:22:58 - 01:23:06] 我々は敵を作ると恐ろしい結果が待ってるんです。
[01:23:06 - 01:23:10] ですからお釈迦様の言葉から借りて言うと、
[01:23:10 - 01:23:21] 未成物から巨大な生命まで、生命であって一人も敵ではありません。
[01:23:21 - 01:23:32] この人間だけ、他の生命は敵だと思って戦ってるんですよ。
[01:23:32 - 01:23:40] だから人間だけこの生命体の中にあるガンなんです。
[01:23:40 - 01:23:44] だからこの体の中に細胞の中にガン細胞あるでしょ。
[01:23:44 - 01:23:50] すっごい好き勝手にわがまま高慢でいい加減な細胞が。
[01:23:50 - 01:23:53] 自分をわがままと成長するんだから。
[01:23:53 - 01:23:56] 我々もガンなんですよ、人間そのものも。
[01:23:56 - 01:23:59] 生命の構想の中で。
[01:23:59 - 01:24:01] だからやられるのは当たり前でしょう。
[01:24:01 - 01:24:04] 体の中にガンになったらどうしますか。
[01:24:04 - 01:24:08] 放射線を当たったり、光岩砕を入れたり、切ったり燃やしたり、
[01:24:08 - 01:24:11] ひどい目にあうんじゃないんですか。
[01:24:11 - 01:24:17] だから我々は視線からものすごくやられてるんです。
[01:24:17 - 01:24:20] 攻撃されてるんです。
[01:24:20 - 01:24:25] だからBレスから攻撃される。HBレスから攻撃される。
[01:24:25 - 01:24:29] いろんなものからも攻撃されますよ。
[01:24:29 - 01:24:32] それは簡単に治れます。
[01:24:32 - 01:24:35] ちょっと心変えれば。
[01:24:35 - 01:24:46] 全ての生命はこの生命体系の中でみんなお互いに助け合って生きてる生命であるんだ。
[01:24:46 - 01:24:53] 他の生命がいなければ私よりは生きていられません。
[01:24:53 - 01:24:58] ですから他の生命も幸福で無事で生きててほしい。
[01:24:58 - 01:25:06] なぜならばそれによって私も幸福で無事で健康で生きていられますから。
[01:25:06 - 01:25:14] もし牛やら、鶏やら、豚やら、カイギでもすぐって
[01:25:14 - 01:25:17] 人間ども私たちはいつでも食ってるんだから
[01:25:17 - 01:25:22] これから人間に対して強烈な怒りすくろうと思ったら
[01:25:22 - 01:25:27] あれ食べたら死んじゃいますよ。毒になっちゃって。
[01:25:27 - 01:25:32] だから牛なんか鶏なんか人間はどれほど殺して食べたっても
[01:25:32 - 01:25:36] ものすごい優しい心を持ってるんです。
[01:25:36 - 01:25:44] だから我々は食べてそれほど体は悪くはならない。
[01:25:44 - 01:25:46] 魚もそうなんですよ。
[01:25:46 - 01:25:50] 僕はほぼ魚とかそういう鶏とかそういう動物は
[01:25:50 - 01:25:53] 本当に3年で3年ですごい3年に多い。
[01:25:53 - 01:25:56] 3年っていうのは別の意味なんですけど
[01:25:56 - 01:26:05] あれほど人間にいじめられているのにやっぱり優しいんですよ。
[01:26:05 - 01:26:14] 魚なんかちょっと好きだったら猫みたいに遊びに来るんですよ。
[01:26:14 - 01:26:20] 皆さんもそういう魚を飼ったり遊んだりしているのではないですか。
[01:26:20 - 01:26:26] 本当は遊ぶところじゃないんですよ。人間がよく魚食べてるんだから。
[01:26:26 - 01:26:30] それでも魚はそんなことあまり気にしない。
[01:26:30 - 01:26:34] 素晴らしいですよ。我々よりは。
[01:26:34 - 01:26:44] ですから私たちが他の生命に助けられて生かされているんです。
[01:26:44 - 01:26:50] この体の中で未成物だらけなんですよ。
[01:26:50 - 01:26:53] 例えば細胞一項顕微鏡で見ると
[01:26:53 - 01:26:58] どれぐらい生命いるんですかね。細胞一項の中。
[01:26:58 - 01:27:05] いろんな別々な生命入ってるんですよ。ミッドコンディアとかいろんなもの。
[01:27:05 - 01:27:10] だからそちらが一生懸命頑張ってるんだから
[01:27:10 - 01:27:13] 私たちが健康なんですよ。
[01:27:13 - 01:27:17] もしこのミッドコンディアなんかは過去の中に入っちゃって
[01:27:17 - 01:27:20] DNAなんか食べちゃったらどうなるんですかね。
[01:27:20 - 01:27:23] それで我々は終わり。
[01:27:23 - 01:27:28] そうはしません。
[01:27:28 - 01:27:31] ですから人間が悪いんですよ。
[01:27:31 - 01:27:36] バクティリアに反対するわ。戦争に勝てるわ。
[01:27:36 - 01:27:41] チャレンジするわ。ビーラッシュにチャレンジするわ。
[01:27:41 - 01:27:49] だから一生懸命病気になる。
[01:27:49 - 01:27:58] それはこの競争ではなくて競争。
[01:27:58 - 01:28:01] インドであろうか自分の国であろうか
[01:28:01 - 01:28:06] そういう南の国々っていうのはえらい汚いんですよ。
[01:28:06 - 01:28:10] 食べ物なんか店で売っていて
[01:28:10 - 01:28:15] 灰やら埃やら車の排気ガスやら
[01:28:15 - 01:28:20] 全然なんとも健康的じゃないんです。
[01:28:20 - 01:28:25] でもあれ食べて人間死ぬわけじゃないんです又帰って。
[01:28:25 - 01:28:30] みんなそれ平気なんですね。
[01:28:30 - 01:28:33] 私もちょっと日本にいるんだから
[01:28:33 - 01:28:36] なんでこんな汚いんですかと思いますけど
[01:28:36 - 01:28:40] 向こうの人に聞いたら全然向こうの話がわからない。
[01:28:40 - 01:28:42] 向こうさんあんまり聞くんですよ。
[01:28:42 - 01:28:45] なんであんた方がそんなに汚いんですかと。
[01:28:45 - 01:28:50] ちょっとしたことですごくきれいにこの食べ物売れるんではないかと。
[01:28:50 - 01:28:52] 全然わからない。
[01:28:52 - 01:28:59] 彼らから見れば早くらい止まったって何ですかという感じなんですよ。
[01:28:59 - 01:29:01] 車なんか道路でチャーッと行って
[01:29:01 - 01:29:04] この泥がチャーッと食べ物にうすったって
[01:29:04 - 01:29:10] 手で拭いたら十分ではないかと。
[01:29:10 - 01:29:13] それ食べて別途に人が死んじゃって
[01:29:13 - 01:29:17] 死ぬならばみんなもうとっくに死んでるはずなんですけど
[01:29:17 - 01:29:21] あれは確かに売金とかあるんですよ。
[01:29:21 - 01:29:23] 価格的に言えば。
[01:29:23 - 01:29:27] でもああいうのは売金もその人を見たら
[01:29:27 - 01:29:31] わたしたちの住み方からということで
[01:29:31 - 01:29:36] もう敵ではないんですよ。
[01:29:36 - 01:29:39] 例えば体に病気そこる売金であろうか
[01:29:39 - 01:29:41] その人々は食べると
[01:29:41 - 01:29:44] そういう売金最近体に入るでしょ。
[01:29:44 - 01:29:47] 入ってみたら別になんとことない。
[01:29:47 - 01:29:49] 自分たちがもう毎日住んでる
[01:29:49 - 01:29:52] もう住み慣れてる住み方なんですね。
[01:29:52 - 01:29:55] それで居心地がいいとかただ住んでるんです。
[01:29:55 - 01:29:57] で病気になるんです。
[01:30:00 - 01:30:24] このエールスビーロスなんかは、もうある人の体に入ったら、その、なんて言いますか、その個体、個体と言うんですか、こうなんとか、そういう、とにかくそのビーロスはなくなるんですよ。
[01:30:24 - 01:30:33] 必ずみんな病気になるわけじゃないんです。今は治療法ないのはエールスのビーロスみたいなものなんですけど、それは人の心によります。
[01:30:33 - 01:30:44] 人の他のシステムがすごく仲良くしている。それで法則を起こす。エールスビーロスはこの法則を起こせるんです。
[01:30:45 - 01:30:55] このDNAの法則が。DNAの法則というのは決まっているパターンで行動することなんですね。エールスビーロスだけがその法則を起こせるんです。
[01:30:55 - 01:31:04] いつでも自分のDNA構造を変えちゃうんです。そこでクッシリは効かない。体にも個体削ることはできない。
[01:31:05 - 01:31:13] 個体ですか、抗体ですか、抗体。抗体削ることはできないんです。いつでもプログラムが変わっちゃうんだから。
[01:31:13 - 01:31:20] それでも抗体が出来上がる場合はあるんです。出来上がってビーロスをやすけるケースがあるんです。
[01:31:20 - 01:31:25] その場合はその人々の体の中はものすごく調和しているんです。
[01:31:26 - 01:31:37] 体の中の生命はみんな法律を犯している奴がいるんだと。それだったらやっぱりちゃんと罰せられなくちゃいけないんだと。
[01:31:39 - 01:31:47] ということで消えちゃうんです。私たちは法律を犯しているんです。生命の法律、法則を。
[01:31:47 - 01:31:54] 生命の法則というのはお互いに助け合ってきてください。一人では生きていられません。
[01:31:54 - 01:32:06] ですから皆様方はこのビーロスや原因からなる病気に対して持っている怒り、敵観をきれいに消してください。
[01:32:10 - 01:32:16] きれいに心から消すとみんな生命だ。みんなお互いに助け合っているんだ。
[01:32:17 - 01:32:23] 私の体は一つの生命ではないんだ。数え切らないほどの生命の塊だと。
[01:32:24 - 01:32:32] 理解すればそれで健康。問題はなし。毒を飲んでも当たりません。
[01:32:33 - 01:32:46] それははっきりと言えますよ。すごくしっかり明るく精神的に明るい人が毒を知らないうちに毒を飲んだっても全然当たりません。
[01:32:48 - 01:32:54] ちょっとした悪くなっている時間経っている食べ物を食べたっても当たりません。
[01:32:55 - 01:33:01] きれいに体が処理するんです。体は頑張ってくれるんです。
[01:33:02 - 01:33:05] ですから敵を救うなと。
[01:33:06 - 01:33:23] 最後になんですが、そういうふうにいろんな方法で病気を治しても過去のせいでいわゆるカルマのせいで
[01:33:24 - 01:33:27] 病気になる場合あるんです。
[01:33:28 - 01:33:35] 皆様は一応仏教のことをご存知ですから、このカルマ5ということはわかっていらっしゃると思います。
[01:33:54 - 01:34:11] カルマというと、皆様方は暗いイメージを作るんですよ。カルマというのは悪いことだと。
[01:34:12 - 01:34:22] 悪いことではないんです。我々の幸福も過去の悟なんです。我々の不幸も過去の悟なんです。
[01:34:24 - 01:34:32] 悟というのは過去の行いの結果という意味ですから、幸福・不幸両方過去の悟なんです。
[01:34:33 - 01:34:42] ある人はすごい幸福だなと言うならばそれは悟なんです。ある人はすごい不幸だなと言うならばそれはその人の悟なんです。どっちでも。
[01:34:43 - 01:34:52] そこで皆様方に一つ注意なんですけど、何だかんでも簡単に悟だ悟だと決めつけることだけやめてください。
[01:34:53 - 01:34:59] なぜかというと、悟だけは皆様方が理解できないんです。
[01:35:00 - 01:35:08] 時々は占いをやっている、いろいろ予言をしたりする人々が、霊能力者ですか。
[01:35:09 - 01:35:14] よく言うんですね。あなたの過方性でこういうことで、あんたこうなってますよと。
[01:35:15 - 01:35:21] あれははっきり言いますけど嘘です。そんな簡単単純に理解できるものではないんです。
[01:35:22 - 01:35:32] かなり難しいんです。そんなちょっとした幽霊とか何かお化けが体で過ぎたんだからってわかるわけじゃないんです。
[01:35:33 - 01:35:37] ですからこの合脳問題は忘れてほしい。
[01:35:38 - 01:35:42] 自分が病気なのは過去の誤大をと。
[01:35:43 - 01:35:47] 別にどうでもいいんですけど忘れてほしいんです。とにかくわかりませんから。
[01:35:48 - 01:35:53] とにかくそれでも合脳性で病気になったらどうしますかと。
