[00:00:30 - 00:10:08] 今日、テーマがいろんなことを、たくさんいろんなことをしゃべらなくちゃいけないんですから、何も前置きなしに、いきなり私のテーマに沿ってしゃべりたいと思っています。「心と病気の関係」というテーマでございますが、鈴木さんが大変優しい、簡単な話だと思っているようですけど、もし話になると、大変とんでもない難しい話になる可能性はあるんです。それを恐れていろいろ考えていましたけど、なかなか解決策を見つけられなかったんです。一応、私が思ったのは、何か病気の人々を集めて、病院みたいに治療みたいなものをしゃべるということではないんです。それよりは、この病気を治して健康な体を作る、この噂ですか、実相ですか、それを何か専門的に、プロに話してあげたかったんです。ということは、私の話を聞いて、自分で実践してみて、いくらか健康な体を作られればいい、という立場で話をしたいと思っていたんです。とにかく、よく聞いてください。何とかなるんじゃないかなと思います。特に日本で、アメリカとかそういう二つの国でも、また他の国でもその影響で、「宗教というのは何かヒーリング、ヒーリングというのは癒やすですか、そんな仕事をやっていることだ」と思っているんですね。僕らはものすごくそれをいやらしく感じるんですよ。「何とか宗教からいろいろ病気を治してくれたんだ。がんを治してくれたんだ」という、ものすごく、仏教の者はそれは「すごくいやらしい宗教だな」と思うようなものなんですね。何とかして人の病気を治したということは。ですから、それをまず覚えていてください。何とか何とかして、何とかお祈りして、何とか処分をして、その人の病気を治しましたと。そういうのは、それほど高次元的なものではないんです。なぜならば、そんなに病気を治した形跡はどこにもないんですよ。宗教であろうが、どんな何か神秘的な手柄であろうが、もしそういう神秘的な、すごい巨大な力があって人の病気を治したならば、世の中にはもう病気は全部消えているはずなんですね。ですから、宗教が一生懸命病気を治すし、でもそれを信じている人々は一生懸命病気になったりするし、キリがないんです。ですから、その方法は我々には断っているので、お釈迦様は禁じられているんです。「人の病気を治すとか、そういう行動はやめなさい」と。お釈迦様の言葉から言うならば、それは邪な生き方なんです。ですから、僕はすごく心配しながら話さなくちゃいけないんです。もっとレベル高く、高度なレベルで、この心・体・病気、そういうものはどういうものかと理解していただければ、病気を治してもらうよりもっといいことになるかもしれません。じゃあ話に入りますけど、わからないかもしれません。だけどこれは聞いて覚えておいてください。我々の体というものは、心が優るんです。心というのは魂ではないんです。何かエネルギーなんです。精神的なエネルギーなんです。この精神的なエネルギーというものが、この肉体的な体を作っているんです。それで、皆様方よく聞いていらっしゃるんですね、占いしてるんですね。手相占い、人相占いとかね。それから、書いたものを見て占ったりするとか。そういうのはもう完全に嘘ではないんだけど、結構当たるんですよ。手相なんかインチキな人ではなくて、お金ではなくて趣味でやってる人から読んでもらったら、結構当たるんです。お金取って読む人は全部嘘を言っていますけど。そこで、人相占いであろうが、他の占いであろうが、いろんな人の顔を見て、歩き方を見て、しゃべり方を見て、声を聞いて、いろいろ占ってもらうと、結構当たるんではないかなと、そういう経験皆様にあると思います。でも当たらないのは、それは商売にしている時なんです。それで食べてると当たらないんです。本人の商売だから、何とかして人の機嫌を取ろうとしてるんですね。ですから、ものすごい嘘を言うんです。趣味で、冗談で、遊びでやってる人は、人が傷つこうが泣こうがそれに構わず、言いたいものを言っちゃいますから、本当のことを言っちゃうんです。それで私は言うのは、「何で手相を見て人の性格わかりますか？　何で人相を見て人の運命やらこれから何か悪いことになる、出会うならば、そんなこと何でわかりますか？」と。それわかるのは、その体が、私の心が作っているんだから、心の状態、性格、私の生き方、体にちゃんと映してるんです。ですから、そういうのは、いくらか当たるんです。だけど、仏教ではそんなものは信じるなと。手相やら人相やら、それから星占いとか、そんなものは全部ゴミ箱にポイ捨てしなさいと。「そんな何の意味もないんだ」と。僕も結構いろんな人に僕の手を読んでもらったことがあるんです。遊びでお金払ってないんです。そこでいろいろ言うんですけど、結局言ってること、私は知ってるんです。「あなたはこういうこういうではないか、こういうこういうではないか」と。「まあそうでしょう」と。私が知ってます。そんなことは自分知ってることは、人に聞いてもらったって別に何が面白いかわからないんです。で、私はチャレンジするのは、「じゃあできれば私が知らないことを言ってください」。それは言えないんですね。手相見ても、人相見たっても。ですから、この体は心が作るものだから、我々の顔を見たら、大体わかるんですよ、どんな人間かと。で、皆様もそうでしょうね。ちょっとすごい仕事でストレス溜まっちゃうと、まあ胃やら腸やら全部もうダメになっちゃうし、もう髪の毛はすごく早く白くなってしまっちゃうし、すごく年取ってしまっちゃうし。ですから、この、例えば二十歳なのに三十代ぐらいの顔を持っていると、当然わかりますね。「この人はえらい心で悩んでるんだ」と。いろんな問題でもう悩んでるっていうこと、よくわかるんですね。例えば七十歳になったおばあちゃんであれば、すごく可愛くて、もう若々しくいるならば、ものすごい精神的にストレス何もなく、まあ元気で健康的でいるということなんですね。ですから、もし病気になりたくなければ、健康な心を作ることなんです。それで、お釈迦様は健康な心を作る方法を教えているんです。しっかりした、どんなものにも怖がらない、どんなものに対しても不満が出てこない、しっかりした心を作る方法を教えてくれるんです。それ実践すれば、もう病気なんかこれは消えていくだろうと。なぜならば、心が体を作りますから。

[00:10:08 - 00:10:17] その心がしっかりしている心であるならば、体も適当に治っていくんです。
[00:57:06 - 00:57:13] どうやって知識的に明るくなるかというと、人生は結局むなしいんだから。

[00:57:14 - 00:57:17] 結局どう頑張ってもバカだから。

[00:57:17 - 00:57:19] どう頑張ってもバカだから。

[00:57:23 - 00:57:24] じゃあ明るくしましょう。

[00:57:27 - 00:57:33] 必死で仕事をしたっても、55歳60歳になると我々は払い箱でしょう。

[00:57:35 - 00:57:46] ですからこの会社にいる短い間では、元気で気持ちよく仲良く、お互いに足を引っ張らないで、お互いに嫉妬しないで頑張ればいいのに。

[00:57:48 - 00:57:53] そういうところは会社の中でものすごい弱肉強食の戦争なんですね。

[00:57:55 - 00:57:58] だから自分で勝手に苦しんでるんです。

[00:58:00 - 00:58:02] それで病気になるんです。

[00:58:03 - 00:58:23] ですから病気を治す、体を治す2番目のポイントは、全てのものは苦であることを理解して、物事にそれほど真剣にとらわれないで、ものすごく明るく明るくその瞬間その瞬間、充実して生きることです。

[00:58:24 - 00:58:27] 覚えておいてください。ちょっと文章は長いんだけど。

[00:58:31 - 00:58:46] 人生は苦しいものであることを理解して、物事に執着しないで、その時その時明るく充実して、その瞬間その瞬間生きることです。

[00:59:07 - 00:59:29] ですから分かりやすく、すごく引いて短くしています。

[00:59:30 - 00:59:44] 今の瞬間、私だけでも明るくニコニコと元気でいることができれば、それで満足してください。

[00:59:46 - 00:59:48] 例えば病気であろうが、いいんですよ。

[00:59:49 - 00:59:50] 今の瞬間どうですかと。

[00:59:51 - 00:59:53] 今は別に、いくらか我慢できると。

[00:59:54 - 00:59:55] それで十分じゃないんですかと。

[00:59:59 - 01:00:00] はい。

[01:00:00 - 01:00:05] それはものすごい高度な深い真理なんです。

[01:00:05 - 01:00:25] 僕は、ものすごくもう皆様におっしゃっていることは今も実践して喋っているんだから、なんかいい加減に喋っているような感じなんですけど、本当はすっごい深い宇宙の法則、心の法則の真理に基づいて今も喋っているんですよ。

[01:00:25 - 01:00:30] そういうことを言っちゃったら、皆様方も驚くほど難しい世界かもしれません。

[01:00:30 - 01:00:41] でも、だからといって、私もそんなことはどうでもいいということで、もう今さえ明るく皆様が理解すればいいということで簡単に喋るんです。

[01:00:41 - 01:00:47] でも、今私が言っていることは一つも冗談ではありません。

[01:00:48 - 01:00:53] 真理であることだけ、もう覚えておいてください。

[01:00:55 - 01:01:17] そこで、ちょっと伝統的な仏教に戻りますけど、我々仏教の人々に、お釈迦様が大変親切に、よく毎日毎朝観察するものを教えているんです。

[01:01:18 - 01:01:22] 人間は余計なことを考えるんだから、お釈迦様は「そんな余計なことを考えるな」と。

[01:01:22 - 01:01:28] 考えたら、あんた方はもう施主さんのご飯を食べてね、とんでもないんだと。

[01:01:28 - 01:01:34] ですから、こういうふうに考えてくださいと。

[01:01:34 - 01:01:38] その方が明るい考え方だとおっしゃっているんです。

[01:01:38 - 01:01:58] 明るい考え方だとおっしゃっているのは、「いつでも自分の体はすごい汚いんだと、臭いんだと、醜いんだと、ものすごい不浄だと、徹底的に実感して観察しなさい」と。

[01:01:58 - 01:02:01] 皆さんもそう考えてください。

[01:02:01 - 01:02:10] 皆さんとちょっと違うんです。「我々は皆様」というのは失礼なんですけど、世の中の人間が考えていることとは違うんで、お釈迦様が言うことは。

[01:02:10 - 01:02:15] お釈迦様は、そういう考え方が明るいと思っているんです。

[01:02:15 - 01:02:21] その体は、古い便壺に例えているんです。

[01:02:21 - 01:02:25] 古いというものを、すくってすくって、もうそれ以上すくえない。

[01:02:25 - 01:02:31] もう、いわゆる不浄なもので満杯になっているんです。

[01:02:31 - 01:02:46] 古い満杯になっている便壺というのは、大人の人間の身体の中で、いわゆる不浄なもので満杯になっているんです。

[01:02:46 - 01:02:59] 古い満杯になっている便壺というのは、どこから見たっても汚いんですよ。

[01:02:59 - 01:03:06] そういうふうに自分の体を見てください。観察してください。

[01:03:06 - 01:03:12] 体からいつも出るものは全部汚いんだと。

[01:03:12 - 01:03:15] それは事実なんですね。

[01:03:15 - 01:03:21] 体から何ですかね、出るものは。金、銀、宝石、お金。

[01:03:21 - 01:03:25] 体から何が出るんですかね。

[01:03:25 - 01:03:33] 体には金、銀、宝石、お金やら、いろんなものが必要ですけど、体が作るものは何ですかね。

[01:03:33 - 01:03:42] すごい高価な料理を体に食べさせますけど、体はそれを工場に入れちゃって、何を出すんですかね。

[01:03:42 - 01:03:45] だから不浄作る工場なんですね。

[01:03:45 - 01:03:49] 汗が出るわ、唾が出るわ、鼻水が出るわ。

[01:03:49 - 01:03:56] どこから見たっても、大便、小便、何から何まで汚いんですよ。

[01:03:56 - 01:04:02] ものすごい綺麗な服なんか一回、二回着たら、もう汚くなっちゃうし。

[01:04:03 - 01:04:08] すごい、えらい汚いの塊なんですね。

[01:04:08 - 01:04:12] ですから、それを観察してください。

[01:04:12 - 01:04:15] それ一つ。

[01:04:15 - 01:04:18] もう一つ。

[01:04:18 - 01:04:25] 私は今は元気ですけど、いつ病気になって倒れるかわからない。

[01:04:25 - 01:04:28] いつ死ぬかわからない。

[01:04:28 - 01:04:35] いつ私の持っているものはなくなるかわからない。

[01:04:35 - 01:04:38] そういうふうに観察してください。

[01:04:38 - 01:04:54] 私の好きな人々、兄弟やら、親戚やら、子どもたちやら、お友達やら、いろいろ好きな人がいっぱいいるんだけど、そういう好きな人々から、いつ離れるかわからない。

[01:04:54 - 01:04:59] 私は全部捨てていかなくちゃいけないんだと。

[01:04:59 - 01:05:10] この世の中でどんなえらい先生になっていたっても、全部捨てて一人静かに寂しく出ていかなくちゃいけないんだと。

[01:05:10 - 01:05:17] そういうふうなことを観察してください。

[01:05:17 - 01:05:24] それ、いろいろ瞑想方法なんです。

[01:05:24 - 01:05:28] あるいは体の構造を観察してくださいと。

[01:05:28 - 01:05:36] この私、私と威張って傲慢で思ってますけど、別々に見るとものすごい汚いものなんです。

[01:05:36 - 01:05:42] 例えば皮膚。人間の皮膚なんか剥いでみて、操作してみてください。

[01:05:42 - 01:05:51] 例えば鹿とか虎とかの動物の皮膚なんか剥いでみたら、ものすごい高価な、輸入禁止してるんですね。

[01:05:51 - 01:05:56] 虎の皮とかね。それぐらい高価なものなんです。

[01:05:56 - 01:06:02] 人間の皮なんかはどうですかね。皮を剥いでみたら。

[01:06:02 - 01:06:07] 触ることができないほど気持ち悪いんですね。

[01:06:07 - 01:06:13] 象の牙なんかは輸入はどこにも禁止。

[01:06:13 - 01:06:17] 持ってることも禁じられてるんですね、国際法で。

[01:06:17 - 01:06:23] でも象が死んでも、あの牙一本は何十万円もかかりますよ。

[01:06:23 - 01:06:27] 商売できたときでも。

[01:06:27 - 01:06:31] すごい高価なものなんです。

[01:06:31 - 01:06:34] 私たちの歯は？

[01:06:34 - 01:06:38] 歯が抜いちゃったら、誰か売りに出してみてください。

[01:06:38 - 01:06:41] 売れるかどうか。

[01:06:44 - 01:06:59] 例えば、すごいお金払ってね、ものすごくみんな入れ歯なんか使ってますけど、「これにはもう30万かかった」とかね、「45万になった」とか偉そうに言うんだけど、その入れ歯は売れますかね、1円でも。

[01:07:05 - 01:07:32] そういうふうに体の部分に分けて、歯を観察する、皮膚を観察する、髪の毛を観察する、体の毛を観察する、内臓を観察する、腎臓とかね、心臓、肺、胃、腸、腸の中のものとか観察してみてください。

[01:07:32 - 01:07:37] そうすると、ものすごい気持ち悪くなるんです。

[01:07:37 - 01:07:40] それは狙いなんです。

[01:07:40 - 01:08:02] 例えば、死んでも、例えばお鮭とかね、カツオとか、大きな魚はマグロとかね、死んだあの死体はマグロとか、10万くらいかかるんですね、でっかいあれだったら。

[01:08:02 - 01:08:07] 小さなサンマ一匹でも100円以上かかっちゃうんですね。

[01:08:07 - 01:08:11] 人間、死んじゃったら何円ですか。

[01:08:13 - 01:08:21] だから牛の心臓であろうが肝臓であろうが、けっこう高いんですよ。

[01:08:24 - 01:08:33] 人間の腎臓なんか焼肉にして食べる人がいるんですかね。

[01:08:33 - 01:08:36] バーベキューに出まして。

[01:08:36 - 01:08:43] だから、バカなことを思わないで本当のことを見なさいと。

[01:08:43 - 01:08:48] それこそ道徳であって真理だよ、というお釈迦様の言葉なんです。

[01:08:48 - 01:08:54] だから、いい加減知ってくださいと、自分の体を見てくださいと。

[01:08:54 - 01:09:00] それを、すごい黒い考え方のように思うのは、まったくアホの人々なんですよ。

[01:09:00 - 01:09:08] ですからお釈迦様は、うるさいんだから世の中の人間にはすごい形容詞を込めてるんです。

[01:09:08 - 01:09:12] それはどういう形容詞というと、「完璧に狂ってるんだ」と。

[01:09:12 - 01:09:14] 世の中の人間が。

[01:09:14 - 01:09:17] 「みんなバカですよ、アホですよ」と。

[01:09:17 - 01:09:20] 「まったくの無知だ」と。

[01:09:20 - 01:09:29] だからお釈迦様のおっしゃってることを実践するならば、「お釈迦様はなんとか頑張ってるやつだな」と。

[01:09:29 - 01:09:33] それで理解するならば、知識人だ、賢人だと言うんです、賢者だと。

[01:09:33 - 01:09:40] そうでなければ、我々にお釈迦様が言ってるのは「もう狂ってるんだ」と。

[01:09:40 - 01:09:43] 狂人だと。

[01:09:43 - 01:09:47] もう「あっち行け」と。

[01:09:47 - 01:09:51] そういう、お釈迦様から見ればもうちょっと迷惑なんです。

[01:09:51 - 01:09:58] ですからお釈迦様の言葉は厳しいかもしれません。厳しいんだけど、それこそ真理なんです。

[01:10:00 - 01:10:08] この身体を見てください、観察してください。そういうふうにいろいろな瞑想法があるんです。

[01:10:08 - 01:10:15] なんでこういうふうに見させますか。まずそれは本当のことであります。

[01:10:15 - 01:10:25] 私たちは必ず死にます。この身体は徹底的に不浄な、汚いものなんです。

[01:10:26 - 01:10:32] 剥製というんですか、動物なんか死んじゃったら保存しますね、なんとかして。

[01:10:32 - 01:10:34] 剥製というんですか。

[01:10:34 - 01:10:38] 動物の剥製ですね。

[01:10:38 - 01:10:43] 剥製ですね。剥製をして、お着物を通して見ているんですね。

[01:10:43 - 01:10:49] 人間の死体であったら、我々は逃げるんですよ、怖くて。

[01:10:49 - 01:10:53] 人間の死体は剥製をしておかないんです。

[01:10:54 - 01:10:59] 怖くなるんですよ。ですから、もうすぐ燃やしてしまうんです。

[01:11:02 - 01:11:11] 燃やしてどこかに、お墓に収めて、すぐ手を清める、身体も清めるんです、死を扱った後で。

[01:11:11 - 01:11:17] お寺は大変だからね、みんなのお祝いとか、いろいろ物を置いておかなくちゃいけないんだから。

[01:11:17 - 01:11:20] みんななんか、自分が逃げたような感じで。

[01:11:21 - 01:11:28] 人間に怖いんだったら、お化けが出るんだったら、我々も同じものですよ。

[01:11:28 - 01:11:32] ですから、みんな同じお化けなんですよ。

[01:11:33 - 01:11:36] お互いに見て逃げなくちゃいけない存在なんですね。

[01:11:36 - 01:12:01] とにかくそういうふうなことを観察すると、我々のこの余計な執着、ああ生きていかなきゃいけない、ああ仕事をしなくちゃいけない、ああ金儲けしなくちゃいけない、ああ子供の面倒見なくちゃいけない、子供のためにいっぱい財産作っておかなくちゃいけないとか、そんなまあふざけた考え方は全部消えちゃうんですよ。

[01:12:02 - 01:12:09] 消えて、人間というのはもう徹底的な精神的なリラックスを感じるんです。

[01:12:11 - 01:12:13] ものすごいリラックス感じるんです。

[01:12:15 - 01:12:22] それはもう言葉で言い表せないほど、ものすごいリラックスなんですよ。

[01:12:23 - 01:12:32] 私は一瞬でも死ぬんですよと。一瞬でも死ぬ可能性ありますよと。

[01:12:35 - 01:12:40] そう実感として思うと、ものすごい簡単なんです、人生は。

[01:12:41 - 01:12:46] 例えば、私はこのカバンを持って行く。どこかでもう忘れちゃうんだと。

[01:12:47 - 01:12:54] 全然「ああ大変だ、どうしようどうしよう」とか汗が出たりとか、そういうのないんですね、死を観察する場合は。

[01:12:55 - 01:12:58] まあ、そんなもん、持ち物だからなくなるもんだと。

[01:12:59 - 01:13:08] ですからこれは実践してみるならば、皆様方、生まれて初めて「生きることはこんなにも幸福ですか」と、

[01:13:09 - 01:13:10] 分かるんですよ。

[01:13:13 - 01:13:19] 例えば、我々のこの集まりは今日限りだと分かると、すごい楽なんですよ。

[01:13:19 - 01:13:30] お互いに全然喧嘩する必要ないし、「あの人気持ち悪い」とかなんとか思う必要もないし、ほんのちょっとの間の集会だから、できるだけ頑張って仲良く仕事をしているのではないか。

[01:13:32 - 01:13:40] 会社に入っていたら、なんでお互いに競争して苦しめますかと言うと、「会社は永遠に自分たちの仲良くしている場だ」と思っているのではないかと。

[01:13:40 - 01:13:42] まあ、ほんの少々の間の集会だと。

[01:13:43 - 01:13:45] 分かればなんてことないんですよ。

[01:13:47 - 01:13:48] すっごく楽なんです。

[01:13:49 - 01:13:57] ですから、この幸福を味わってくださいというのが、お釈迦様の言葉の意味です。

[01:13:58 - 01:14:03] 「幸福を味わってください」というのは、お釈迦様の言葉の意味です。

[01:14:04 - 01:14:11] 「幸福を味わってください」というのは、お釈迦様の言葉なんですね。

[01:14:12 - 01:14:14] 願いと言ったら失礼なんですけどね。

[01:14:15 - 01:14:16] 我々にそう言っているんですよ。

[01:14:17 - 01:14:20] 幸福を味わうために、真理を知ってくださいと。

[01:14:21 - 01:14:25] 全く無知な人には、幸福を味わうことはできないんだと。

[01:14:27 - 01:14:33] 例えば科学的な知識があるんだからこそ、我々はこういう現代科学世界を育てているんです。

[01:14:33 - 01:14:35] 電気というのは神様だと。

[01:14:36 - 01:14:39] 雷というのは神様だと思っていたら、こんな電気使えますか。

[01:14:41 - 01:14:47] 昔々の人々は雷が起こっちゃったら、「ああ神様どうか許してください」と拝んだんですね。

[01:14:48 - 01:14:50] 雷は神様の怒りだと思ったんだから。

[01:14:51 - 01:14:54] でも後の人々は、「あれ、ちょっと待ってください」と。

[01:14:55 - 01:15:07] 雷ってどんなもんかと考えたら、それは静電の塊であることやら電気やら、それを発見して、電気を自由に使えるところまで知識は発達しました。

[01:15:08 - 01:15:12] そこで我々の電気文化が出てきているんですね。

[01:15:13 - 01:15:15] それで私たちは楽をしているんですよ。

[01:15:16 - 01:15:21] 今楽をしているのは誰のおかげですかというと、知識のおかげなんですね。

[01:15:22 - 01:15:24] 物事を知っているんだからなんです。

[01:15:24 - 01:15:33] ですから幸福は、物事を知っている者が得られるものであって、バカな人は得られるものではありません。

[01:15:34 - 01:15:52] ですから、これから悪口言いますけど、あまり知識を得られないで、簡単に楽に「神様お願いします」とか「仏様助けてちょうだい」とか、そういう願う人々は、すごくもう暗いんですよ。

[01:15:53 - 01:15:56] 幸福を味わえないんです、法則的には。

[01:16:00 - 01:16:18] それよりは「人生は無常だ」と、そんなもんだと、「不浄なものだ」と、そんな真剣に取る必要はないんだと、明るく明るく取っていると、心はリラックスします。

[01:16:18 - 01:16:21] リラックスする心は、それでどんどん治っていくんです。

[01:16:23 - 01:16:26] 心が治ると、必ず体が治ってしまいます。

[01:16:28 - 01:16:30] それをもう約束できます。

[01:16:33 - 01:16:48] じゃあ、リラックスとかそれに基づくありとあらゆる病気のことはそれで終わりにして、またいろいろ病気がありますから、生まれつきこの遺伝的な病気になる場合もあります。

[01:16:50 - 01:16:52] その場合はどうしますかと。

[01:16:53 - 01:16:58] 遺伝に組み込まれている場合は、これは冗談ではないんですよ。

[01:16:59 - 01:17:03] なかなかそんな治るものではないんですね。

[01:17:04 - 01:17:06] 遺伝的な病気というのは。

[01:17:06 - 01:17:08] でも覚えておいてください。

[01:17:09 - 01:17:14] その遺伝的な細胞を作ったのは私たちの心なんです。

[01:17:15 - 01:17:20] 私たちはわざわざそういう欠陥あるような組み立てを作ったんです。

[01:17:21 - 01:17:22] 我々の心が。

[01:17:23 - 01:17:28] それはちょっと理解できませんが、もう本当はそういうことなんです。

[01:17:29 - 01:17:40] もし自分たちが遺伝的なことで悩まされているならば、この生まれる瞬間で自分の心はそう決めたんです。

[01:17:43 - 01:17:45] ですから誰に文句言う必要はないんです。

[01:17:46 - 01:17:50] それによく付き合うことしか方法がないんです。

[01:17:52 - 01:17:53] その病気。

[01:17:55 - 01:17:58] よく付き合うことしか方法がないんです。

[01:17:58 - 01:17:59] その病気。

[01:18:00 - 01:18:01] よく付き合う。

[01:18:02 - 01:18:06] 病気と付き合うということは、この病気に対して怒りを持たないで。

[01:18:07 - 01:18:09] またリラックスすることなんですね。

[01:18:10 - 01:18:11] 例えば足が弱いと。

[01:18:12 - 01:18:15] 足が弱いんだったら別にどうしたことないんですよ。

[01:18:16 - 01:18:33] それを気持ちよく、それ自分の、何て言いますか、売り物ではなくて、いろいろ商品の名前をつけているんですね。

[01:18:34 - 01:18:37] ブランドネームなんて言いますか。

[01:18:39 - 01:18:40] 何々。

[01:18:42 - 01:18:43] ブランドですか。

[01:18:45 - 01:18:46] ありますね。

[01:18:46 - 01:18:55] そんな感じで自分の文句みたいなものなんですね。文章みたいなものなんですよ。

[01:18:58 - 01:19:04] だから例えばある人が足が弱いと言うならば、私はもう、悪いというか足が弱いんですと。

[01:19:06 - 01:19:18] それで明るく受け止めれば、足は弱いだけは不自由あるかもしれませんが、他の何の不自由もなし。

[01:19:20 - 01:19:22] 何の不自由もなし。

[01:19:24 - 01:19:27] たまにこの目が不自由な人とかいますね。

[01:19:28 - 01:19:36] それで自分が目が不自由であることはもう認めて、しっかりしている人々は全然不自由は感じないんですね。

[01:19:37 - 01:19:38] 障害は感じない。

[01:19:39 - 01:19:40] 堂々と元気で生きているんです。

[01:19:42 - 01:19:45] それ我々も驚かせますから、その人々は。

[01:19:46 - 01:19:50] 目が見えないんだけど、やることは目が見える人にもできないんだと。

[01:19:51 - 01:19:57] ですから遺伝的な病気には全く気にする必要はないんです。

[01:19:58 - 01:20:00] 生まれつつ目が見えない。

[01:20:00 - 01:20:08] 耳が聞こえなく不自由で生まれたんだと、耳が聞こえなく生まれたんだと、そんなものは問題ではありません。

[01:20:08 - 01:20:17] それをもう覚悟をして受け止めれば、すぐそこに明るいドアがあるんです。

[01:20:17 - 01:20:26] たまに身体障害で悩んどる人々は、口で筆を持って絵を描くのは、私もそういう絵を見たことがあるんだから。

[01:20:26 - 01:20:30] 私もそういう素晴らしい絵を描くのを見たことがあるんだから。

[01:20:30 - 01:20:40] それでみんな褒めたりするし、存在として認められているし、そのものも売れるし、そういう問題ないんです。

[01:20:40 - 01:20:49] ですから、この障害を持って生まれることと、遺伝的にこの病気を持って生まれることだけは別に不幸ではありません。

[01:20:49 - 01:20:55] それは自分がやったことであって、自分の心はそう決めたんだからね。

[01:20:55 - 01:21:02] それは別に誰にも文句を言わないで、明るくその状態を認める。

[01:21:02 - 01:21:05] それだけ。

[01:21:05 - 01:21:17] それから次の病気の原因というのは、この微生物やらウィルスやら、そういうことなんですね。

[01:21:17 - 01:21:36] その場合はお医者さんが抗生物質とかいろいろ飲ませますけど、我々はもともと他の生命に対して嫌だ、敵だと思う心は忘れてください。

[01:21:36 - 01:21:47] ウィルスから大きなクジラ、ゾウさんまで、生命は敵ではありません。

[01:21:48 - 01:22:00] みんな同じ環境の中に一緒に生活している生命なんです。

[01:22:00 - 01:22:04] そこで敵を作るなと。

[01:22:04 - 01:22:09] 敵を作ったら叩かれますよ。

[01:22:09 - 01:22:20] もしそれは嘘であるならば、今日から家に戻ってから隣の家に行って文句を言ってみてください。

[01:22:20 - 01:22:32] 別に訳はいりません。ただドアベルを鳴らして、「どなたですか」と言われたら、「あなたね」とか何とか何とか言いたいほどに文句を言ってみてください。

[01:22:32 - 01:22:36] どうなるんですかと、結果は。

[01:22:36 - 01:22:39] どうなるでしょうかね、そうすると。

[01:22:39 - 01:22:50] あるいは隣の奥さんに、「あなた本当にだらしのない女ですね」とか何か一言言ってみてください。

[01:22:50 - 01:22:54] 分かるでしょ、敵を作ったらどうなるんですかと。

[01:22:54 - 01:22:58] それ実践しなくたっても、実行しなくたっても。

[01:22:58 - 01:23:06] 我々は敵を作ると恐ろしい結果が待ってるんです。

[01:23:06 - 01:23:21] ですからお釈迦様の言葉から借りて言うと、微生物から巨大な生命まで、生命であって一人も敵ではありません。

[01:23:21 - 01:23:32] この人間だけ、他の生命は敵だと思って戦ってるんですよ。

[01:23:32 - 01:23:40] だから人間だけ、この生命体の中にあるガンなんです。

[01:23:40 - 01:23:44] だからこの体の中に、細胞の中にガン細胞あるでしょ。

[01:23:44 - 01:23:50] すっごい好き勝手に、わがまま、高慢で、いい加減な細胞が。

[01:23:50 - 01:23:53] 自分をわがままに成長するんだから。

[01:23:53 - 01:23:56] 我々もガンなんですよ、人間そのものも。

[01:23:56 - 01:23:59] 生命の構想の中で。

[01:23:59 - 01:24:01] だからやられるのは当たり前でしょう。

[01:24:01 - 01:24:04] 体の中にガンになったらどうしますか。

[01:24:04 - 01:24:11] 放射線を当てたり、抗がん剤を入れたり、切ったり燃やしたり、ひどい目にあうんじゃないんですか。

[01:24:11 - 01:24:17] だから我々は自然からものすごくやられてるんです。

[01:24:17 - 01:24:20] 攻撃されてるんです。

[01:24:20 - 01:24:25] だからBウイルスから攻撃される。HBウイルスから攻撃される。

[01:24:25 - 01:24:29] いろんなものからも攻撃されますよ。

[01:24:29 - 01:24:32] それは簡単に治れます。

[01:24:32 - 01:24:35] ちょっと心変えれば。

[01:24:35 - 01:24:46] 全ての生命は、この生命体系の中で、みんなお互いに助け合って生きてる生命であるんだ。

[01:24:46 - 01:24:53] 他の生命がいなければ、我々は生きていられません。

[01:24:53 - 01:24:58] ですから他の生命も幸福で無事で生きててほしい。

[01:24:58 - 01:25:06] なぜならば、それによって私も幸福で無事で健康で生きていられますから。

[01:25:06 - 01:25:27] もし牛やら、鶏やら、豚やら、貝でも、すっごく人間ども、私たちはいつでも食ってるんだから、「これから人間に対して強烈な怒り作ろう」と思ったら、あれ食べたら死んじゃいますよ。毒になっちゃって。

[01:25:27 - 01:25:36] だから牛なんか鶏なんか、人間はどれほど殺して食べたっても、ものすごい優しい心を持ってるんです。

[01:25:36 - 01:25:44] だから我々は食べてそれほど体は悪くはならない。

[01:25:44 - 01:25:46] 魚もそうなんですよ。

[01:25:46 - 01:25:53] 僕は、ほぼ魚とかそういう鶏とか、そういう動物は本当に、すごい慈悲に富んでる。

[01:25:53 - 01:26:05] 慈悲っていうのは別の意味なんですけど、あれほど人間にいじめられているのに、やっぱり優しいんですよ。

[01:26:05 - 01:26:14] 魚なんか、ちょっと好きだったら猫みたいに遊びに来るんですよ。

[01:26:14 - 01:26:20] 皆さんもそういう魚を飼ったり遊んだりしているのではないですか。

